hit_sum,gti,unique_id,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,CDRscale,CDRscaleE,chr,DR_ts,DS_neta,e,emp_tx_p,fadult,fchild,felderly,n,nelderly,omega,padult,pchild,pelderly,radult,rchild,relderly,uiscaleA,uiscaleC,uiscaleE,vadult,vchild,velderly,x,xi_init
26,369,962bc2ba50a317796cf55ec9ee55fb6d,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.937365637565391,0.122702911774227,0.135279794039672,0.79742915333947,0.40713674555067,0.672132774936036,0.163150534445886,0.747956764015834,0.0408933452353809,0.691516710583715,0.210172753055114,0.191949287865939,0.00737161145901742,0.15125450107865,0.0183531107753521,0.255436996213905,0.0138076124783607,0.0347321227262734,0.0165013475859454,-0.988639359097233,-0.911228721794535,-0.949043655267909,0.000102834117742768,0.000158596050813215,0.00359613163727156,0.308395336352661,0.0109081293103476
26,359,bcc8ebe158e87fec13b3d35291fc7bf8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.919240984500485,0.218766156057883,0.17050128819654,0.778644693477544,0.389350147699006,0.681248439053075,0.0339332942455077,0.736119197192601,0.0520562155258372,0.689291683570144,0.217123041447717,0.198387812872579,0.00709134441432511,0.160256259847805,0.0229115272900096,0.254664165942184,0.0153041726134719,0.0382748792888603,0.0184426076179286,-0.986483978977124,-0.933286816146208,-0.948898055717174,0.000115859698361299,0.000150855290506388,0.00323938957079925,0.290205680102482,0.0117047933775191
26,279,2c6d7f8a0a7efba15b4eb352872eb0b9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.928287760920139,0.121273569994513,0.157916434246583,0.794509951958897,0.355629185689614,0.652805701218546,0.0218886977224613,0.748882158868946,0.0499051127736452,0.653039700556768,0.215987562196794,0.187133299234485,0.00815425639365768,0.169170371125266,0.0268562939735135,0.253701612851955,0.0156991791199895,0.0359010909699841,0.0176043059307067,-0.974440221809124,-0.94373727540157,-0.944274431210358,0.000123730602728716,0.000150708142446707,0.00419677705273271,0.318355066976323,0.0116463730042665
26,180,3d24a0f786350e26c0b52f645d674ce7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.943731227793806,0.240467423216435,0.146843220980374,0.726203489659818,0.364551310914103,0.717202091551386,0.0183560070255774,0.731710479678586,0.0637709159357468,0.64500655798245,0.213592716711573,0.194088154585263,0.00810538502016307,0.176927234133054,0.018017202374526,0.284668584102764,0.016211236899067,0.0428618115040014,0.0244367434711111,-0.981228953541684,-0.923592572480805,-0.972429970007153,0.000101312215175528,0.000168318205474764,0.00244691969577531,0.302613078957051,0.0111394781117844
26,193,0f9d3bd65d1242de47730e2ef3465363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.930067489003675,0.128279713289346,0.150286264074968,0.736878252073655,0.402734681128058,0.715852865468712,0.0190957803674976,0.731941498755477,0.0329576888048319,0.701816964544205,0.217326979881152,0.197733064637216,0.00705346256161077,0.165507331805769,0.0216023654417374,0.286831620631366,0.0155365139016884,0.0338267616340431,0.0238384699918711,-0.976312830344286,-0.924099747094956,-0.960901514476716,0.000105266724285253,0.000154830379320662,0.00188439608610544,0.296998420238495,0.0117970268077245
26,420,5b52c7e15814bce77f1c9292bc30bbda,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.943892303021389,0.103915913791051,0.157780052840246,0.732267726252319,0.423188484469429,0.659934388956056,0.0338636413053611,0.747723296766634,0.0290015165596264,0.601434015465003,0.214676261314656,0.198210922304936,0.0073083851472425,0.149839030174911,0.0183692661500542,0.261529538010806,0.0152016998928973,0.0376799959006725,0.0206042750087483,-0.990058265552841,-0.951403443358449,-0.959246224594956,0.000106432571188129,0.000157412602350469,0.0029396524572997,0.321881718942895,0.011211417257139
26,715,e59473b202802b17d20dd8caead25e52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.922636179431431,0.219664657061202,0.144620056690184,0.803231320402118,0.380441427030601,0.670449452182279,0.0282124409987594,0.743991431114263,0.0447361793580926,0.647931428928894,0.218383765745209,0.190659784498787,0.00713686337940829,0.154189889167994,0.0226287912577397,0.255431790418177,0.0166260192370975,0.0351340638081549,0.0174644822764127,-0.98912227460149,-0.958656189301565,-0.973128185401877,0.000119448857605039,0.000164656921166348,0.00353130565360474,0.30960843845494,0.0117244678182625
26,461,0253b1749bd98bdd90e72d68ac7ea924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.91854478147226,0.251208397340281,0.164770104179626,0.805166665839495,0.377850854732096,0.659207160823048,0.0481235676747749,0.732197654710616,0.0360915912666819,0.702154694698228,0.212765846943948,0.191688360918243,0.00708046602162966,0.161204735098965,0.0246077229094232,0.269609301550313,0.0148727556934582,0.0339112026042311,0.0183290952086365,-0.978227338267959,-0.963672431175888,-0.947813051953829,0.000117848868649035,0.000158472440328802,0.00370875772840489,0.312293445340171,0.0116271393971895
26,589,f57253103a6e2d86b75f27b790658486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.935606041697139,0.119883625976611,0.156173628771214,0.781218667572829,0.370414006980136,0.692552358092741,0.0667923179944048,0.739915275017264,0.0343658246425907,0.623400947290507,0.217777888905955,0.186984067864645,0.00719477597212387,0.163425924219005,0.0260460709964397,0.256875554172508,0.0157815907991493,0.0357465413416742,0.0175885105842641,-0.988475670247109,-0.94361170812349,-0.942309050018696,0.000113457113726578,0.000160067734530548,0.00390298960814678,0.316224081825837,0.0115486872379347
26,110,298eba71b06181aa65f3707ce5269601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.941091922001788,0.406035505595519,0.128221476792826,0.711282343768978,0.42209717016667,0.632057742684149,0.0891697174590084,0.739196914479835,0.0317715180512746,0.628561148355005,0.224692322681309,0.17032602058996,0.00778285255787398,0.16301776855411,0.0185708100299823,0.252611276677717,0.0139025508437774,0.0392352493024436,0.0213608394564512,-0.987342901922761,-0.915681975320779,-0.973406482395699,0.000124942962780177,0.000180954583608433,0.00236534496437414,0.297794008483366,0.0114210771051263
26,12,54fbc68d3848b7869fd317acc2788040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.930527308359193,0.495717801468372,0.141273535862567,0.739825244904493,0.384585573824588,0.681719655104913,0.0849487786646934,0.732235560398548,0.04653739872307,0.675404522660037,0.229483288634568,0.163303567350888,0.00814822317360171,0.174406530340854,0.0167980770678266,0.249911425800434,0.0146184350498955,0.0398971525062347,0.0150977062162393,-0.984274639234685,-0.904140726659421,-0.963558670155193,0.000124074107444428,0.000135960130441356,0.003623942391872,0.34324052727446,0.0111147036707289
26,216,da469446e7856ead8ca36d9f1ff86afc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.917882995035295,0.290104789179806,0.156538465654014,0.817619193969292,0.331740873404778,0.643425771970302,0.065083880003077,0.732730007435894,0.0428598369802344,0.6192559135605,0.213606232161284,0.187350632958858,0.0071240977050454,0.18404087301707,0.0234962794454775,0.255243498113286,0.0149470228082038,0.033889461898292,0.0177073821290312,-0.976250634131028,-0.953549214244193,-0.96804086744154,0.000120433275292676,0.000155040556841883,0.00462742699217779,0.279265101153405,0.01181772017967
26,370,f5c707a1a010e14c9855631c90418dd0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.936286683373438,0.361816556708878,0.163140399253463,0.753795152215751,0.38737026469782,0.650809951914475,0.0404612799803729,0.740700484991538,0.0348103282344523,0.719246007375269,0.21362314573652,0.18937913869454,0.00798164288459314,0.158357998803071,0.0224336393699056,0.276047817861847,0.0167258487211542,0.0295064083438372,0.0188061411347156,-0.983347835217764,-0.970168319112492,-0.973013194197492,0.000124708523402504,0.00017601354922762,0.00281774935712858,0.306869212575629,0.0118761247032047
26,151,6171ef6ff0402e0d68994c23e402712f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.936943886656575,0.335452322723712,0.142455344188495,0.76235117351636,0.356423838729969,0.700280700870791,0.0201170467538759,0.732420215188757,0.0530188350080275,0.649398836929014,0.217466143738361,0.182798965181735,0.00792656272762656,0.173113161755167,0.0247475613602444,0.242863367589842,0.0170689164340034,0.0425369151591795,0.0188317134492947,-0.983920821685144,-0.918934539974892,-0.975228310199587,0.000112194357661112,0.000150705101024713,0.00334766170287697,0.31346434292756,0.0114217941127373
26,248,a600873b8dd134b6a21b91d0e161b68b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92161802980607,0.210467565858643,0.147284335687293,0.796553787875453,0.369836536436342,0.664229845821858,0.0144568399316634,0.745667314932215,0.0458905509430911,0.661704342706723,0.223347436399897,0.184274528191121,0.00744792521815715,0.161163103977963,0.023163108278765,0.257324392917193,0.0161503386649305,0.0349452525351202,0.0167676083022645,-0.989429885516225,-0.940939677703225,-0.962410501245876,0.000122806999882265,0.000176760093149151,0.00372116915797216,0.299046750584617,0.0117196884645759
26,622,c00ad80b19fe3bc0d16ba667208649dc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.945128282601318,0.248240617898293,0.135554874704687,0.743454607238526,0.379611097513698,0.687512588035316,0.142895824576263,0.731556581773329,0.0465927936646617,0.68260986109249,0.207104329931782,0.190335445805615,0.00717455089623077,0.169132381505891,0.0233841622488113,0.266669756888411,0.0148950539022686,0.0399650164233527,0.0213790946641853,-0.986315022456418,-0.974942920124384,-0.958641621562747,0.000106686300958089,0.000165929307746122,0.00258609682128678,0.290208992599323,0.0118507416782486
26,579,14c08804743ec5e5858f38d4e41c8119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.932853734188915,0.284570776823563,0.153864812792746,0.737782356815877,0.423732494004071,0.650066888393835,0.030685954957735,0.746902877653483,0.0422718773852098,0.661578791904671,0.223640407473081,0.185505514717823,0.00793864794644961,0.157657880469411,0.0231533274669206,0.242823311883211,0.0160749568932692,0.0376129479669972,0.0170572404566137,-0.973458603270569,-0.944134323990012,-0.968266297520345,0.000110345136071137,0.000170268436896968,0.00307661747921776,0.300202932879701,0.0111823775142715
