unique_id,CDRscale,CDRscaleE,chr,DR_ts,DS_neta,e,emp_tx_p,fadult,fchild,felderly,n,nelderly,omega,padult,pchild,pelderly,radult,rchild,relderly,uiscaleA,uiscaleC,uiscaleE,vadult,vchild,velderly,x,xi_init
4cd77e3403198226b43565b7198309a8,0.893029969491253,0.140477794156594,0.332796910568141,0.829976889281534,0.947238271008247,0.438872064845635,0.1435451352736,0.71910460991785,0.0526931892789432,0.652992974233978,0.190714744409779,0.104122658817483,0.0176547884557858,0.111493399692699,0.0167326224490532,0.152436310198605,0.0149087503366173,0.0103492373642519,0.0177986397663547,-0.778702616523628,0.0565327914435109,-0.634190572493422,0.000154524424150976,0.000176390871069917,0.00398267667198794,0.309568979423494,0.00884402404250539
9499120993fd5da94da75d1258c1eeb5,0.887475195007634,0.120833853272487,0.351645007706248,0.840659251320176,0.962190625676886,0.420781255355104,0.133880484011026,0.728866607137025,0.0515943054878151,0.67138655615335,0.189148276359774,0.102788293950413,0.0182260388721243,0.110600313031114,0.0172419588745104,0.149064724437408,0.0159403737322428,0.0111010468229658,0.0172830780818542,-0.747434376640434,-0.0287226917106966,-0.705784676166895,0.000155881811399403,0.000174184721540251,0.00323847841928022,0.310792272094638,0.00867593155440371
6a705dbe4fc601acf84acecc166f2e1c,0.840057635516163,0.110189494023284,0.313122277171352,0.815937155275606,0.916469306405635,0.446557250572367,0.0862014658050628,0.725455117702951,0.0460396726301403,0.700868305244647,0.170536594592267,0.104878404109892,0.017714542044792,0.11357504770346,0.0175447850557973,0.172269443714507,0.0152319896356203,0.0109844997939661,0.0269475536080492,-0.707464736959015,-0.225041942475394,-0.699465995014031,0.000147776090763899,0.000171496632531808,0.00308130898399519,0.319043159969152,0.00901209990216847
dfc792891f6e796058fdd865e4ad7612,0.784204767287199,0.111360062846307,0.31911900471896,0.857665653526783,0.903597653331236,0.44683271289803,0.0547941319877298,0.745537719724235,0.052186289085075,0.693677918241523,0.173336703761015,0.109545784280323,0.0172993368783264,0.110319294055924,0.0157826961809767,0.158573069284186,0.0162627247911878,0.0112218376109383,0.0239752563051363,-0.696498561795431,-0.142223050783373,-0.633792970443136,0.000153835374201107,0.000172416467326285,0.00354655530365425,0.326695086956025,0.00860207503340169
f6dd2e3cadd48c6cf4691038798c794f,0.868454402737601,0.199518055165371,0.285147443017923,0.879473580140621,0.987887744349429,0.446961897099389,0.143128244462425,0.725609569938389,0.0460671800386624,0.694552584937938,0.177612909388262,0.117385293523235,0.0185608066171171,0.111008115863427,0.0125722643127663,0.139007307789735,0.0163364178999328,0.0143434340604588,0.0301139581039963,-0.708519813617787,-0.13934713634074,-0.523256153457138,0.000151219122335705,0.000163841218952612,0.00417342526561123,0.325649394616485,0.00857570213007237
ed5b0fc8389760457d15d4fdd7df141f,0.867688239730012,0.242971341692608,0.372606307780371,0.98695042016916,0.899954702565447,0.499587217951192,0.247047114721501,0.702505255339203,0.0621973647340198,0.602396851671092,0.225896073500625,0.114769344835928,0.018438734870683,0.0943109366679561,0.0158758525201117,0.0974854619544742,0.0109034229717218,0.0191021195119254,0.0262075009615576,-0.853116265211024,-0.311925116329438,-0.221955544911503,0.000185174452364835,0.000217300596790911,0.00790979453264976,0.340430099606515,0.0108115704144115
9c146ad5b95ac82ec7b6b5129098d6cb,0.921506343407233,0.314453544232946,0.274040195904673,0.956793466233649,0.796741359704175,0.455640513673424,0.446152661414819,0.698950278211852,0.0479935463529543,0.670657739770763,0.212680031755007,0.129347726954999,0.0196245147711827,0.0990684624370184,0.0139255039370616,0.112811963071562,0.0116496277577244,0.0234341200781062,0.0269041739468878,-0.913199809750778,0.0342528603422148,-0.256265781937624,0.000169300599252264,0.000242745698242971,0.00750891742689776,0.332600704170764,0.00967343257118445
fab03f56248e2d89ff806bbba68ac048,0.782981753053611,-0.176022938049447,0.330525033664891,0.976633967133239,0.854633911419661,0.444048619968815,0.286777224601248,0.711485915759114,0.0524940538220105,0.664775885486208,0.221391832951921,0.155234267192114,0.0191152830502248,0.128671107177622,0.0153588753635992,0.152472585110441,0.010698896761518,0.0204883242296062,0.0310029720058149,-0.746034305323058,0.136125435449292,-0.556452032224639,0.000116903476524557,0.000195224828067758,0.00403213388821584,0.336185517307372,0.00975355770906862
83a5a3d5af626b98061743af61f417ff,0.807728518729054,-0.0989728601862694,0.287388098170051,0.938619249989278,0.902233665972017,0.45177487255074,0.334290930558929,0.703721791808495,0.0469200839276889,0.642961217594497,0.214392603739397,0.148178401606543,0.0188640675207596,0.12500587911997,0.0176733866881111,0.155829135180898,0.0102485324633308,0.0206600012877031,0.0310667519270858,-0.736479769124327,0.0452250884917257,-0.541419954343551,0.000126743706744554,0.000187540957345219,0.00465485604404946,0.339092117752881,0.00991591840011496
3c84b0cd434ad4a20d906d807bb05f40,0.707703158369988,-0.0226190537350735,0.289107054891066,0.942137458641082,0.830727361724713,0.404058875069021,0.255326133244672,0.654533205891495,0.0509049682435577,0.641981194798999,0.21069687051,0.136968445946382,0.018235385614284,0.122874335637316,0.0169502822286447,0.170487540825717,0.0195777533720248,0.0197757760705433,0.0277939405897116,-0.707018230241633,-0.0661405523292562,-0.655460747317263,0.000146276969295385,0.000175289240954035,0.00417064405186111,0.359289105907083,0.0117150070504515
44b634ef3166b4e7167b4458fefb78a8,0.722235612427166,-0.0403134143179766,0.272279484756292,0.936641855770721,0.863224874041044,0.400368785355239,0.267636402696373,0.661261407018175,0.0504344239260533,0.638693587622769,0.208257163333473,0.141355012090331,0.0188381633413021,0.112332064975984,0.0157073933666104,0.159650240361206,0.020860842563212,0.0218626724141657,0.0252316370661786,-0.741706950894281,-0.0783105413817177,-0.614143444978577,0.000148927688459324,0.00018233136562124,0.00427687428816696,0.358246479015798,0.0114622675997667
d869afb5a04ce0ad5a15bf9952d88659,0.814672010221288,-0.0878181149984262,0.106141121662223,0.944904599525034,0.862543582473882,0.410818316480144,0.25518040857278,0.7447706556879,0.0572033206641206,0.613545918961219,0.204994091907283,0.147324966517896,0.0192850470430447,0.115735736181028,0.0166951240948399,0.129905306978598,0.0178624609285035,0.0246581922583289,0.0200342887034124,-0.716857011993,0.11363391444382,-0.263124225342079,0.000107609649249743,0.000191293994406761,0.00774669383777314,0.349917781289668,0.0119489062754666
