CDRscale,CDRscaleE,chr,DR_ts,DS_neta,e,emp_tx_p,fadult,fchild,felderly,n,nelderly,omega,padult,pchild,pelderly,radult,rchild,relderly,uiscaleA,uiscaleC,uiscaleE,vadult,vchild,velderly,x,xi_init,para_hash
0.9168248632867,0.674331902818496,0.123005755851043,0.75504447493702,0.376001383651978,0.687409082097203,0.18273184106918,0.734478202039866,0.091351553788085,0.669896415736288,0.221711784613854,0.154272252997058,0.016462748566138,0.184083133868733,0.023856540113009,0.217200519969113,0.01017700904658,0.038944685166665,0.018701931350893,-0.974595103472607,-0.965557894037573,-0.973141360495851,0.000201728672804,0.000251696121271,0.003290155762631,0.310377036937827,0.01047808260861,fd660770f3283515214ff0f923df2388
0.920645565699305,0.546233386970318,0.122440122722173,0.761758446183521,0.326991192406509,0.669655618903427,0.219612801196052,0.730789786854552,0.118582403871604,0.657169931662028,0.211411018340571,0.1716524470245,0.018333744831086,0.199424757291795,0.022291320540613,0.216621755648854,0.012081486233501,0.029550842060764,0.015253604630224,-0.977725837928854,-0.920986985988132,-0.940958921931835,0.000175033924739,0.000184889079789,0.00462383755575,0.329941627739501,0.010943150767634,ff66bea6b96193b9b0e509676f69076c
0.923935602337454,0.558765576983651,0.118833391638463,0.751486517116427,0.332916093388573,0.679934738004781,0.26961300734896,0.731225868359002,0.112308734140383,0.643588539046553,0.21377641560191,0.164589655761164,0.018665125564218,0.199530643459735,0.02397327867909,0.226681654502715,0.011243995601721,0.029743563035513,0.015918413171248,-0.979558353074717,-0.932434913885551,-0.945571925660587,0.000173421589517,0.000186142334847,0.004229222559193,0.335045558233317,0.010937541702617,fdc31cdfd973a04c32d1f88f99ca897e
0.923975281831041,0.517555202860117,0.128146451797793,0.758040019334293,0.329538022157736,0.668719325261391,0.232544213745275,0.734419172917519,0.119749238449057,0.650728435607573,0.217182962631995,0.168147420534189,0.018488873555244,0.199134137804014,0.023176473986261,0.228555007946475,0.012762153359633,0.029511325269528,0.013909661179298,-0.978422985440037,-0.934560584245137,-0.947201623291576,0.00017390247146,0.000187638057686,0.004560064263238,0.330461684006956,0.010778475466916,feed92766de9d34f64146849dc992350
0.924257557478373,0.60226204780693,0.114011928006066,0.747581641983707,0.345569588764571,0.675456281775809,0.267928709113037,0.736177983207422,0.112241561877798,0.646683908172828,0.214489506226571,0.165536956228106,0.018475640452106,0.198533866370608,0.02436932285004,0.226384920307046,0.010321269943789,0.028707987298453,0.015729131121078,-0.971990768587793,-0.944776066444459,-0.946474845509708,0.000174897702204,0.000187030476823,0.004494904902361,0.336186199012157,0.010914642372216,fee44a072528c6f9ac1fe9c6f51faaa3
0.926178166249158,0.725275989581402,0.116770172086535,0.75005359148141,0.353965617610607,0.668857066353984,0.319955672123466,0.730560891743774,0.095463207119867,0.60586206578495,0.223549825979469,0.151273800616642,0.018742065117159,0.190865310341259,0.025265073535518,0.214147848744115,0.01219936947044,0.022015874415739,0.015766217243235,-0.981382998433603,-0.939987147115919,-0.974727508027011,0.000175476140331,0.000170124531735,0.004283568986879,0.327370153769981,0.011007011230612,fe8e2b990f0931a74914c7e0aae8dda2
0.928604298451062,0.672534778846878,0.123341642708974,0.762279522989411,0.344641440279316,0.674700834614426,0.30148081343155,0.737416416183372,0.095254539639015,0.616265335857255,0.216495468721913,0.153249591944763,0.018478450949712,0.189031039289525,0.026146209045915,0.219522379457655,0.012238620700631,0.020088027801048,0.017889380282845,-0.982936676999656,-0.965831605579498,-0.976975404875314,0.000174487470892,0.000174882616211,0.003573032878267,0.318652647123244,0.011188007338982,fd7ce307469b323d5020e08a0a4e1fb6
0.928673245893997,0.685385988981434,0.1170629802905,0.725678852240088,0.385984238466712,0.667068378042631,0.247468846216797,0.717240453028611,0.087714081252368,0.706126353930817,0.217852987837232,0.160812286700146,0.016660167983294,0.184682300450792,0.022679114357938,0.228214782620113,0.010828690380873,0.039951800785316,0.019493725325289,-0.979118079491198,-0.968717504967094,-0.974913478554857,0.000201985598744,0.000240577074888,0.00272616212711,0.313210940590629,0.010516063183086,fe24f08984137661f762ebe0a33233d1
0.929112117879379,0.664628203596103,0.132469171201808,0.728637895069548,0.370083386652636,0.706004532285237,0.202342119768727,0.734982440166898,0.085766678051816,0.712077883681231,0.222215946283144,0.148761106993561,0.017007979051772,0.185566733170627,0.021667656035183,0.208067667839195,0.011503541793897,0.041737676105006,0.016472661116469,-0.983510785094625,-0.953479913125161,-0.951853347272161,0.000207537687273,0.000239059918702,0.003579550271557,0.305119609807559,0.01053128554457,ff7ba28adff4f21dda5ca027fc92efdd
0.929334298349027,0.648051690597225,0.119448839256065,0.738685008161701,0.349150810683146,0.686812498089127,0.268777803070841,0.743669376503935,0.104743329757034,0.661372127950509,0.218786836842612,0.163154845413426,0.018215730862271,0.19441178849875,0.022913774992359,0.232806450965612,0.01181826730649,0.027726347341957,0.015458872999001,-0.973683240566935,-0.942138964251558,-0.956464298884379,0.000180012483922,0.000185454753429,0.00448225733685,0.340160204547402,0.010906808632164,ff6fa55398df4f292fa329b8aacbc40a
0.931470072626426,0.72732575154702,0.128500919637726,0.725273237512447,0.368969526243396,0.658093297301992,0.286316469977607,0.707080323393716,0.098201554851864,0.624469293358681,0.214559833099788,0.156258033777494,0.017763982430988,0.186113474514847,0.023615442365777,0.24128765769115,0.011257917296225,0.023523145263419,0.017728879395576,-0.987857990608876,-0.939229640282461,-0.97918269082,0.00017976479626,0.000181421467437,0.003420080469212,0.324018463800605,0.011082469908338,fe88841b7ed0b4ff9f86d85a0a0c9561
0.932099735787016,0.595890432978824,0.117407392889717,0.722805502808186,0.339004926079884,0.681422424806483,0.236787988259454,0.743638826477368,0.098002848628001,0.659485202199724,0.215805305108267,0.162982111653336,0.018102325219214,0.197948313361639,0.023016120025326,0.218157001599374,0.01133717031762,0.02752910814547,0.018243192493619,-0.9825382568489,-0.925898429405916,-0.940324724698348,0.000184971760493,0.000179743373812,0.003763281663591,0.340540559588876,0.010661660809902,ffcadcbdd7431120229d823466ada47e
0.932658396608123,0.663070356706979,0.134380337218752,0.761245618225073,0.455608333194628,0.711589877438934,0.163341043021064,0.734676299842795,0.105323213792082,0.645191522695628,0.20119891524252,0.152040427289112,0.014442583180781,0.138364229041106,0.017203350885093,0.225642541915908,0.01242602276815,0.039471202014117,0.018074440808018,-0.983331171554326,-0.941859010747288,-0.955320685136206,0.000206987702395,0.0002366308305,0.00285062728478,0.360975554552804,0.009555144831153,fd56cb2d5ef2924dcf993e77635f02dd
0.932961298037713,0.616328468765,0.127359120475592,0.740640774099154,0.37036857293127,0.691662772334383,0.211801912784575,0.704310943313434,0.093644419806569,0.698766763542914,0.220119133721292,0.159012382710376,0.016758720476605,0.185312784718489,0.020973045522018,0.223527890043877,0.011793181054703,0.040784940503594,0.01708022649766,-0.988092133498447,-0.961639005023638,-0.962966301220176,0.000200823080588,0.000236808876019,0.003589783660127,0.308826067214215,0.010494601827246,ff01f334f91b19cb1ab2a99e8341732b
