Name,Value
ds_dx_cost,25.4990057878482
mds_tx_cost,27.7632006406788
dr_dx_cost,30.5988069454178
dst_cost,12.8293483237198
vxdelivR,2.3817192900907
vxdelivM,2.46979697524594
mdr_r1_cost,376.434792171365
mdr_r2_cost,549.723376269939
mdr_sc_cost,539.6993286605
