fchild,fadult,felderly,vchild,vadult,velderly,rchild,radult,relderly,pchild,padult,pelderly,n,nelderly,omega,CDRscale,CDRscaleE,uiscaleC,uiscaleA,uiscaleE,DS_neta,DR_ts,x,e,xi_init,nt_dst_prob,pt_dst_prob,ntii_emp_tx_p,ptii_emp_tx_p,ntin_emp_tx_p,ptin_emp_tx_p,dr_tx_cost,ds_tx_cost,dst_cost,dr_dx_cost,ds_dx_cost
0.107586019447495,0.659375412348214,0.638044907040465,2.44993730359445e-4,2.22137571971804e-4,0.00306709381753223,0.0222184657217944,0.0171741337835787,0.0161553498818924,0.0161186035429806,0.144202649882987,0.283249392155819,0.180857707028113,0.161595216790075,0.0122211233523946,0.959640412535703,0.664549650254246,-0.91546409157196,-0.98868738191831,-0.979793604301579,0.451376428318676,0.882114501797185,0.284685256786774,0.744812163254634,0.00462962027044996,0.0654480111319566,0.0925161010110746,0.393688778247684,0.454308469208889,0.0295889910589904,0.102538937702775,297.725438648202,14.1705048309742,35.3725405702839,22.8200723792215,20.5690838618989
0.0865076614610875,0.710749028008919,0.594541292240414,2.48726947068903e-4,2.1288267682673e-4,0.00331348766712209,0.0167624988018545,0.021051688440237,0.0112168940857438,0.0138944342178971,0.123535412315644,0.2802171681064,0.162404629694366,0.150538729600004,0.00978647850411406,0.977738556764662,0.633979119097959,-0.938644828646471,-0.990407087688681,-0.962912486728645,0.487462074554991,0.820498695128187,0.262583175095301,0.694505081026272,0.00476610767961043,0.0103885452961544,0.114768371175974,0.318061427207664,0.424504182014614,0.0173459878843279,0.0683787474269048,289.341980787844,13.5649125568602,37.1954583909841,22.6771736690049,20.6598070137886
0.104662033350861,0.695973030066139,0.662779959782901,2.23656341026272e-4,2.08389958514773e-4,0.00399718798761226,0.0155644409338022,0.0215876056464387,0.0113262484295679,0.0180875921240754,0.14892396235577,0.331920419387595,0.162677453050691,0.12885117715979,0.0126102463329669,0.969192050749902,0.791568475128995,-0.934503027076162,-0.980148598886881,-0.950020639034752,0.386841181715485,0.805206075470485,0.285260304957012,0.744250546500474,0.00656753376785694,0.0187625223956998,0.117091844416224,0.33737043915689,0.4139801952634,0.00581890955567374,0.0209381480515006,293.914892595172,13.9442897319091,35.7241622658718,22.2051458172858,19.9843565182557
0.118344686656448,0.663071288872067,0.613330487548876,1.98928452068675e-4,2.32718905606247e-4,0.0032870827069666,0.0189200852666991,0.0166703299746847,0.0135155091696804,0.0174155574599959,0.141634815145462,0.272160453003348,0.177363161114811,0.148661825934286,0.00985490209455996,0.957873972842446,0.608878772908754,-0.955231350892139,-0.987476105061614,-0.973269766667449,0.453973978062626,0.968533360885048,0.273915143290292,0.751559677293911,0.00315942651654158,0.0739952865149821,0.0813376870555801,0.441843829419464,0.443504587530159,0.00302385704126222,0.0580951487552376,293.826523786404,13.7847159858366,37.1331400055393,22.8257250649021,20.2170867472101
0.103861249069639,0.70259952645332,0.578121266114655,2.27725625330318e-4,2.28854098336711e-4,0.0021818039330879,0.0255564767289916,0.0154541868058031,0.019860688979776,0.017409372084609,0.140941744997158,0.289552482105494,0.157021856306655,0.135840231246176,0.0114259515857503,0.971498606455555,0.619112881233912,-0.968060467514097,-0.978658579619925,-0.955440655481957,0.446498158037197,0.803442736777066,0.300720966076236,0.795758858884141,0.00524909391879133,0.00444737788289721,0.138995570069179,0.388490475443191,0.435684683590197,0.0373954858770593,0.0444842259120199,312.214868307233,14.4099253764046,36.4721788361851,22.411140334334,20.7091035041637
0.100153168816308,0.722791835000295,0.676617387311476,2.63339414095241e-4,2.37496542621344e-4,0.00363222786189212,0.0220894494014802,0.0179158499780109,0.0132549788576936,0.0179922713731162,0.156483470326654,0.245407515029126,0.18248794377602,0.133054105430469,0.0135394213943456,0.964612418497404,0.728225142605396,-0.909600291197373,-0.97206839516318,-0.941678470956061,0.419227965631057,0.834085004470833,0.269957480289172,0.7417929068342,0.00517421521367535,0.0184332686616102,0.144365588439628,0.477341366479173,0.502466762007214,0.042583670639433,0.0856040348717945,287.087914983244,14.1426209684193,37.9642892460401,22.7790448477574,20.0128936419909
0.111435466550945,0.700598246134374,0.654236881793979,2.49232397198412e-4,2.43615615307293e-4,0.00303342517883766,0.0135418583478788,0.0175187525009734,0.0167494386642625,0.0151449034962084,0.144723406847931,0.305005211745837,0.184643061412334,0.168440043812944,0.0118875197296722,0.961818751083387,0.460862433791437,-0.947756811453289,-0.973849952973691,-0.955082774895208,0.453446179035586,0.902579243831859,0.273041558599602,0.700045229992285,0.00435414355612389,0.0691612065769725,0.0707397888498377,0.433945216661319,0.483156231434085,0.0642922322871164,0.0988273639418187,286.665060041435,13.6914272666188,35.385038954389,22.8327357099969,20.8605651697853
0.0883708386413777,0.724415075576886,0.56769861981267,2.27740454041134e-4,2.17155772868484e-4,0.00414130251411644,0.0222939088157388,0.0183309925445354,0.0137591196637986,0.0170601227258544,0.157052283477216,0.287760832516552,0.18559977779358,0.138562002276164,0.0119520585474225,0.959545857430062,0.628229618144647,-0.94901622645378,-0.981339672581309,-0.942554060684034,0.38859297812311,0.864464801774882,0.271842589663099,0.732265986100227,0.00487368984058063,0.0229932682309294,0.0960851335888725,0.345415253130719,0.415940371432342,0.0201326727168636,0.0275948305753992,287.184231033735,13.5867447708752,38.4800753907871,22.5536109110662,21.4703482298175
0.100770855922673,0.628467534229182,0.574726901271882,2.43806398000303e-4,2.08288899334088e-4,0.00304916277372295,0.0187970562624755,0.0182181994897312,0.0156825012133842,0.0213613983235069,0.161520198937125,0.270852892493904,0.180856838303221,0.153019170333725,0.00979949183432779,0.960192894826678,0.523575029290353,-0.951799787692855,-0.977982121299027,-0.969555986503402,0.439065850757529,0.841279201811701,0.292907827668022,0.690977882508577,0.00581545692007552,0.0337078742869193,0.0925354090370236,0.366073518785648,0.456143673716114,0.0397224726015702,0.0527689216658474,291.04225133317,14.0968773187298,35.2525808821245,24.1220848310877,20.002742125964
0.119122336576881,0.696269698141165,0.58903873206185,2.87437608772624e-4,2.51353513474516e-4,0.00255773314971121,0.022539837445599,0.0145961454303934,0.0166421931391036,0.0139010823891245,0.121027785982183,0.276035345134214,0.165088365796323,0.151268457085686,0.0125080348324303,0.967223445226882,0.467315564425763,-0.929367248180228,-0.975089377352351,-0.953990052522301,0.534754658288788,0.837655820414945,0.288589806294571,0.750412262021021,0.00526989434974763,0.0290967495040963,0.0925618184022609,0.368119598737917,0.481844153815881,0.0946233000978828,0.111245233071968,313.012183798037,13.9941575607901,35.5947011921385,23.8682805808637,20.4664298829696
