rmort,rmortTB,CDRscaleO,fchild,vchild,rchild,w,pchild,pelderly,padult,n,uiscaleC,relderly,radult,x,fadult,felderly,vadult,CDRscale,e,nelderly,velderly,uiscaleA,uiscaleE,neta,CDRscaleE,p0
-0.6,-0.916067176,0.290671898,0.131931726,0.000101831,0.007187489,0.012142261,0.023355979,0.22096908,0.186205129,0.223559295,1.694362393,0.013652617,0.006431585,0.340718099,0.746238678,0.712387274,0.00024633,0.395821764,0.645943654,0.103123955,0.001677165,0.312787995,0.74135969,2.0251241,-0.110802711,1267142
-0.6,-0.92233002,0.160952068,0.149326313,0.000100174,0.006219556,0.012026047,0.02805012,0.252481934,0.18668012,0.228636113,1.659760234,0.01645237,0.005443579,0.301702706,0.74899086,0.729909685,0.000258388,0.358277666,0.705411271,0.113096134,0.001201603,0.357330441,0.533183146,2.031171987,-0.043305658,1267142
-0.6,-0.946767777,0.057741959,0.135074204,0.000175109,0.006599576,0.012832211,0.02292226,0.339664071,0.153640848,0.179698974,1.87856152,0.015363961,0.006643489,0.316203003,0.733157462,0.696890288,0.000188829,0.414377954,0.710221608,0.102462376,0.001353885,0.923775606,1.342539023,2.358295762,0.015479559,1267142
-0.6,-0.851576708,-0.245221604,0.145345726,0.000194585,0.006624732,0.012255826,0.019139654,0.28219916,0.167130429,0.204408228,1.656630715,0.008591138,0.005047718,0.291962924,0.726168247,0.662553936,0.000191272,0.367398696,0.775209175,0.10315072,0.002214962,0.304889977,0.394815226,2.336171959,-0.113749167,1267142
-0.6,-0.851641763,0.612956307,0.143469406,0.000128479,0.005251713,0.0120375,0.019357317,0.297072762,0.148977482,0.183358214,1.330730158,0.008858694,0.00559049,0.288200864,0.714202638,0.701341714,0.000215959,0.472414047,0.789264424,0.103630631,0.001939793,0.121004261,0.323399676,2.584463713,0.001445814,1267142
-0.6,-0.80715194,0.312637497,0.135692412,0.000121721,0.005028924,0.011648139,0.020086166,0.291663787,0.14817004,0.194712648,1.381269932,0.015138368,0.006121136,0.290358735,0.730819041,0.697756527,0.000227521,0.385785855,0.792108228,0.102004157,0.001453984,0.177145726,0.337833175,2.462130179,-0.001171105,1267142
-0.6,-0.925941104,0.092032224,0.146288554,0.000188074,0.005233242,0.011520319,0.015990538,0.267778154,0.165486321,0.206113028,1.858853535,0.010834282,0.005246906,0.289506251,0.73859667,0.690460013,0.000222586,0.395297742,0.776962693,0.129222498,0.002125422,0.370499039,0.45043233,2.292584557,-0.121135765,1267142
-0.6,-0.912386084,0.602213761,0.120645377,0.000127798,0.005519335,0.016964299,0.018059492,0.228130795,0.160122037,0.178888562,1.725226241,0.014010756,0.005480496,0.256773643,0.746091993,0.736807115,0.00023747,0.46127554,0.64611719,0.103419658,0.00192818,0.425314798,0.724826597,2.290935936,-0.030045511,1267142
-0.6,-0.903172609,-0.297103153,0.140843998,0.000115598,0.0055249,0.012493878,0.023812938,0.282538738,0.195166434,0.223589889,1.976706184,0.013948158,0.005106719,0.311789549,0.712799008,0.698859315,0.000241419,0.377308831,0.618756423,0.111907795,0.001584805,0.184442919,0.488335632,1.99232607,-0.093349486,1267142
-0.6,-0.857221849,-0.111230658,0.145686254,0.000152337,0.006736964,0.014055544,0.01393814,0.302577733,0.159957664,0.19348902,1.991194042,0.005233177,0.005145507,0.273338624,0.70849035,0.701237606,0.000199417,0.426418568,0.798585936,0.106979118,0.002528478,0.247036881,0.325774923,2.542097482,-0.02111797,1267142
-0.6,-0.925468611,0.52812948,0.117156421,0.000127558,0.005959266,0.013836039,0.022817193,0.262280686,0.163075068,0.18200867,1.406711775,0.011361411,0.005518381,0.271699571,0.676408171,0.642717834,0.000216192,0.377375631,0.784263813,0.101773161,0.002335885,0.449824478,0.589332491,2.24873772,-0.0273266,1267142
-0.6,-0.874491043,0.153227824,0.147011755,0.000177431,0.006733407,0.009475039,0.017634992,0.229333372,0.16641326,0.189683384,1.844192475,0.007991215,0.005112309,0.258136859,0.715595496,0.652473434,0.000185398,0.415031019,0.764779135,0.109818024,0.003213043,0.179544537,0.242882892,2.237482146,-0.002882589,1267142
-0.6,-0.944817782,-0.158512876,0.138046013,0.000140391,0.005405555,0.012813923,0.023873819,0.291151811,0.155807294,0.174255565,1.901428819,0.01011085,0.005068088,0.325022392,0.736103125,0.734513321,0.000219126,0.451187121,0.744974538,0.106607011,0.00255462,0.681476437,1.145117584,2.312527082,0.068015938,1267142
-0.6,-0.899680032,0.520411833,0.136461699,0.000116061,0.00582574,0.012239917,0.018639602,0.293430516,0.145066841,0.189775233,1.306265255,0.006508233,0.005373001,0.292770011,0.745900781,0.736262035,0.000237215,0.427353356,0.75886281,0.110868251,0.002328223,0.404853946,0.576355068,2.63117802,-0.035682297,1267142
-0.6,-0.93679387,0.664337527,0.124212904,0.000122597,0.005565228,0.013428264,0.022871206,0.27231664,0.158167811,0.183915368,1.277310197,0.01010092,0.006021121,0.258907455,0.695410332,0.654905904,0.0002218,0.421002373,0.762691914,0.10237745,0.002009119,0.495689202,0.504672256,2.394498558,-0.032659475,1267142
-0.6,-0.85991721,0.47484565,0.138906092,0.000125084,0.005166681,0.012123294,0.020954925,0.293348203,0.143238659,0.191525347,1.385601368,0.017476685,0.005933347,0.283491742,0.711066373,0.695358262,0.00021573,0.39809504,0.789161918,0.10013874,0.000941906,0.12771886,0.332289005,2.505942128,0.018235507,1267142
-0.6,-0.92483008,0.255698131,0.139765412,0.000155769,0.005269827,0.01617154,0.02168789,0.255478718,0.162352515,0.16626093,1.226682423,0.011125006,0.005239699,0.294104974,0.731265742,0.725528115,0.000211208,0.46797158,0.685596927,0.106090199,0.00259276,0.631811588,0.827077539,2.262626739,0.031156916,1267142
-0.6,-0.937423252,0.995826519,0.138527178,0.000141752,0.009222734,0.012108611,0.020216004,0.29328794,0.151940919,0.184572723,1.33520689,0.020707252,0.005377647,0.352295398,0.745954922,0.684649968,0.00025,0.448212584,0.61170847,0.102087213,0.000562264,0.550408154,0.815005105,2.409314094,0.026753656,1267142
-0.6,-0.931069722,0.70052874,0.123230969,0.00015334,0.007292929,0.01756279,0.021156475,0.249128865,0.153578469,0.198080496,1.917386954,0.013205364,0.00576482,0.276256122,0.735669775,0.725431685,0.000226064,0.433962074,0.615785779,0.111336002,0.001532295,0.418184778,0.793450279,2.524301368,-0.05854141,1267142
-0.6,-0.937931518,0.870199451,0.134680434,0.000106167,0.006704837,0.015349772,0.020256738,0.288299884,0.1438217,0.187447612,1.522559147,0.008764778,0.006476098,0.314990735,0.724323385,0.677727233,0.000241103,0.415357123,0.737300807,0.112936026,0.002321107,0.407341076,0.528791094,2.444263789,0.001064735,1267142
-0.6,-0.891257282,-0.040876851,0.130313587,0.000123127,0.006655953,0.015448663,0.027611598,0.260837218,0.177925884,0.193132184,1.410128753,0.013967596,0.006613119,0.338974055,0.739396764,0.730632097,0.000241286,0.422286148,0.675582134,0.108623194,0.001300432,0.356859369,0.392526764,2.047241046,-0.051265773,1267142
-0.6,-0.914895379,0.856121345,0.136675587,0.000131826,0.005124484,0.017131013,0.019816298,0.253769256,0.165433589,0.185586004,1.996525451,0.015451566,0.00510341,0.258488831,0.737130429,0.72778626,0.000222394,0.437629538,0.644606899,0.102972452,0.001649597,0.523901795,0.852037234,2.294469116,-0.054493918,1267142
-0.6,-0.88421305,0.589873456,0.13575797,0.000117422,0.00573756,0.012119204,0.01801053,0.300900983,0.144414623,0.187708477,1.286942075,0.008952523,0.005313919,0.294714494,0.742842587,0.730370643,0.000235638,0.400235426,0.766525967,0.108496377,0.002284655,0.402860878,0.562062102,2.53121567,-0.039391436,1267142
-0.6,-0.928822845,0.033853947,0.139216527,0.000123987,0.007670525,0.010578332,0.019372238,0.25068869,0.177648603,0.208994538,1.634520081,0.014550683,0.005147843,0.326898196,0.738617412,0.719550023,0.000233966,0.43037753,0.655756641,0.103384884,0.001224251,0.352809927,0.803063431,2.198104931,-0.084785194,1267142
-0.6,-0.911478484,0.619299792,0.116295864,0.000158068,0.00740425,0.018031447,0.020741498,0.273352182,0.153136191,0.208529142,1.946128595,0.008378407,0.006516743,0.285993906,0.730570168,0.720636275,0.000230232,0.391076964,0.626486668,0.10440238,0.002160452,0.415735951,0.716357227,2.504942562,-0.046392872,1267142
-0.6,-0.932313055,-0.305264693,0.142733259,0.000153781,0.005551616,0.012516052,0.021615057,0.310369554,0.150337318,0.181773985,1.975139937,0.021810076,0.005051319,0.315763228,0.736714519,0.723529077,0.00021676,0.402616102,0.73522079,0.114698971,0.000666731,0.703038499,1.149559159,2.438932354,-0.046674317,1267142
-0.6,-0.864531095,0.605426438,0.134846263,0.000116503,0.005688862,0.012736248,0.014604544,0.302902351,0.14434974,0.185855889,1.268114641,0.005683824,0.005424861,0.291022161,0.734334699,0.721386208,0.000234011,0.403268338,0.755174758,0.107097282,0.002867543,0.392372816,0.555927581,2.611873808,-0.017549776,1267142
-0.6,-0.928645924,0.770234469,0.125131955,0.000146338,0.009490684,0.011578466,0.020254201,0.271734091,0.157563257,0.178045363,1.558864695,0.006165804,0.005244325,0.319379698,0.743030743,0.739056537,0.000250325,0.469496295,0.63069698,0.114052241,0.003257032,0.345446449,1.214972676,2.261920487,-0.0490001,1267142
-0.6,-0.89725788,0.578113392,0.121294893,0.000132549,0.005916901,0.013535186,0.023555277,0.266802493,0.167800472,0.190732888,1.302432885,0.006304437,0.005432283,0.265814468,0.687403354,0.665317777,0.000213374,0.372950967,0.785891878,0.105783343,0.002978018,0.356307101,0.580746436,2.225419049,-0.137685813,1267142
-0.6,-0.901829512,0.539821549,0.134658875,0.000119783,0.005987091,0.012083012,0.018643576,0.294393491,0.146873951,0.191614706,1.380486805,0.008472545,0.005558329,0.293848708,0.747370055,0.743095398,0.000238391,0.429991852,0.7713933,0.110046169,0.002222676,0.40310923,0.546925488,2.600538555,0.030140224,1267142
-0.6,-0.843783252,0.430737934,0.137616391,0.000123714,0.005185862,0.011811104,0.020401733,0.285017028,0.146000892,0.195094981,1.434821447,0.011525221,0.00611349,0.293735463,0.744810529,0.700621589,0.000222392,0.423407692,0.79234045,0.10175211,0.001881517,0.239468233,0.365420854,2.558993311,-0.017828554,1267142
-0.6,-0.868791091,0.210210267,0.102643873,0.000148019,0.005384298,0.013969067,0.017218693,0.279737291,0.149189672,0.192595133,1.169823977,0.008994137,0.006237804,0.272952305,0.736606695,0.718586888,0.000231653,0.388335278,0.765310827,0.102604678,0.002321542,0.28060952,0.558275024,2.42125497,-0.030858425,1267142
-0.6,-0.867357383,0.543086313,0.13000537,0.000132309,0.005717627,0.01310067,0.024596296,0.260356469,0.167400652,0.192187887,1.20286152,0.008662695,0.005237304,0.268705779,0.669321455,0.660331527,0.000216187,0.344129434,0.782740937,0.101051654,0.002779597,0.311297822,0.496676459,2.267325909,-0.101071772,1267142
-0.6,-0.888574477,-0.214290906,0.146829673,0.000140807,0.006243799,0.012288924,0.026902414,0.258664762,0.184495349,0.218390608,1.954904998,0.018962061,0.005256666,0.286454722,0.729630989,0.696846144,0.000254393,0.379457996,0.6343713,0.101094622,0.000660996,0.293489977,0.464510907,2.127677101,-0.078051158,1267142
-0.6,-0.869120307,-0.464226907,0.124620248,0.000113623,0.006303817,0.01486703,0.026454563,0.273254803,0.185560026,0.199072761,1.682234938,0.017825728,0.005692527,0.335748598,0.73984631,0.735976436,0.000236857,0.4292893,0.66479425,0.107052841,0.000598514,0.332156589,0.435416603,2.090042011,-0.085263803,1267142
-0.6,-0.874442447,0.463295128,0.13548588,0.000112365,0.005812585,0.0120211,0.018129379,0.291033307,0.144944137,0.192611451,1.401313092,0.015689478,0.00544931,0.291084319,0.749504125,0.738140314,0.000236778,0.407313754,0.791533677,0.106988385,0.001201249,0.354631071,0.427147607,2.601846496,0.025314235,1267142
-0.6,-0.916150868,0.102351433,0.145662745,0.000187283,0.005549647,0.011161111,0.01811926,0.29254627,0.169124558,0.205215246,1.858044796,0.023138832,0.0050817,0.287726096,0.740990409,0.682693838,0.000207476,0.405934285,0.7829292,0.124139178,0.000390365,0.346974831,0.433469029,2.25996814,-0.081571566,1267142
-0.6,-0.935597119,0.326688525,0.120634103,0.000134271,0.008684413,0.01096904,0.018375004,0.24997344,0.165970003,0.199684784,1.793861655,0.017793066,0.005337444,0.32336035,0.726951613,0.702923088,0.000273314,0.420298997,0.643734921,0.104198924,0.001063283,0.547388765,0.604825963,2.328755575,0.028092914,1267142
-0.6,-0.828151067,0.129299522,0.139818092,0.000154358,0.006689374,0.014288023,0.014561139,0.319366855,0.162783331,0.186702703,1.983356278,0.015834823,0.005235081,0.283900265,0.735125306,0.66182601,0.000216082,0.459110774,0.796527259,0.103726297,0.000835188,0.182218931,0.208017913,2.42819645,0.008101042,1267142
-0.6,-0.922851488,-0.041905682,0.13876569,0.000102264,0.005467381,0.01118993,0.027185153,0.281136175,0.192607804,0.208764531,1.757204447,0.022609263,0.005464091,0.295240126,0.748077952,0.710292313,0.000235028,0.39981504,0.657735294,0.102062817,0.000571669,0.391722287,0.626438152,1.922614002,0.031915247,1267142
-0.6,-0.780837711,-0.025066008,0.135187093,0.000155578,0.006652674,0.00984517,0.017893436,0.242002916,0.172692592,0.190756854,1.915563481,0.023513565,0.00508926,0.269203059,0.721909458,0.713567121,0.000198974,0.409259365,0.761495861,0.106328782,0.000738391,0.161428822,0.199436349,2.177464649,0.002114995,1267142
-0.6,-0.908712146,0.612461094,0.145543861,0.000114239,0.005933407,0.012790619,0.02036752,0.295216494,0.146009127,0.174573361,1.41319431,0.006359099,0.005544979,0.297125436,0.744199639,0.733013467,0.000235849,0.510625913,0.723672381,0.104700211,0.002190125,0.31399536,0.68915327,2.658947156,-0.005996302,1267142
-0.6,-0.848260782,0.060922422,0.14324529,0.00014956,0.006590365,0.009983508,0.02112466,0.235844514,0.176659677,0.196314469,1.733844506,0.00619771,0.005252278,0.263360149,0.723536284,0.698347938,0.000227322,0.420347588,0.706056846,0.104083248,0.003158366,0.210824329,0.293112846,2.159879606,-0.05389949,1267142
-0.6,-0.939299125,0.278460839,0.128316111,0.000139559,0.005851822,0.016037498,0.021512774,0.245921009,0.14499955,0.174873877,1.144653432,0.012032797,0.005019427,0.280345389,0.746409241,0.739338564,0.000209904,0.475738643,0.680680544,0.103369445,0.001880679,0.526538518,0.897818018,2.543417245,0.004745675,1267142
-0.6,-0.942418407,-0.333188438,0.144940406,0.000156909,0.005314997,0.011690111,0.022118018,0.31281522,0.16550396,0.201533336,1.742428082,0.00677427,0.005536163,0.308446509,0.742205986,0.735457393,0.00021047,0.410361859,0.782983092,0.11125209,0.002711564,0.781337744,1.396704414,2.334436901,-0.069830831,1267142
-0.6,-0.944575889,0.6275703,0.119700942,0.00015804,0.007490403,0.017934949,0.021706508,0.270529375,0.154942727,0.207944533,1.983963947,0.008056672,0.006422988,0.283491042,0.727696805,0.721223518,0.000227401,0.446221196,0.616530109,0.10227293,0.001850578,0.385997073,0.775752716,2.604026767,0.002276584,1267142
-0.6,-0.916315289,-0.144378432,0.13120981,0.00019347,0.005777512,0.011339154,0.018209774,0.265835136,0.163884297,0.207697206,1.752268972,0.016328636,0.005756685,0.288550025,0.722652737,0.687026671,0.000204996,0.337511491,0.774758694,0.120319899,0.001518529,0.436491172,0.47878189,2.259462604,-0.06722148,1267142
-0.6,-0.821477362,-0.220374789,0.141375157,0.000175167,0.007001375,0.013200969,0.017009035,0.308693051,0.160572238,0.216688781,1.908602312,0.015711256,0.005425914,0.271576233,0.739763459,0.703091163,0.000203341,0.398060522,0.792170874,0.106771682,0.000924167,0.210286389,0.245635223,2.544985526,-0.017875733,1267142
-0.6,-0.885785671,0.524365374,0.133952889,0.000138474,0.005955599,0.017628997,0.019090913,0.231199385,0.162349862,0.179771294,1.835763359,0.009007137,0.005169866,0.25811798,0.738768346,0.736996161,0.000262376,0.485040423,0.657359628,0.10015413,0.00249226,0.270765941,0.64981609,2.346902536,-0.040605905,1267142
-0.6,-0.947204999,-0.310836537,0.139075271,0.000162721,0.005085765,0.011841225,0.022255715,0.32178999,0.168512004,0.193734392,1.816379926,0.009140987,0.006335049,0.317012563,0.734571307,0.709740915,0.000217318,0.437509324,0.791115956,0.113374315,0.001999968,0.787530866,1.490663247,2.276504024,-0.154787617,1267142
-0.6,-0.924318711,0.13672598,0.13275058,0.000132352,0.007176671,0.010837374,0.023710222,0.260450481,0.171685631,0.20445344,1.724655507,0.022071847,0.005628026,0.326184184,0.740957052,0.705355713,0.00025797,0.393963216,0.672606121,0.104961275,0.00052906,0.430594675,0.841874909,2.131605388,-0.065258459,1267142
-0.6,-0.909710953,-0.107026761,0.141529065,0.000108363,0.006331791,0.011197722,0.027621899,0.277315436,0.188392039,0.203077176,1.762065928,0.022596213,0.005044695,0.285915784,0.7438351,0.665439924,0.000225332,0.402738879,0.628800684,0.104966787,0.000274228,0.348965215,0.445876293,1.990658006,-0.061711258,1267142
-0.6,-0.868461805,0.614938298,0.144047486,0.000123522,0.005156628,0.012031577,0.019861536,0.29787972,0.149331384,0.181772421,1.323226693,0.008068674,0.005323869,0.288824926,0.714009724,0.698823009,0.000214921,0.473091331,0.796550433,0.106828974,0.001946499,0.148498835,0.329537559,2.595684164,-0.025481045,1267142
-0.6,-0.863496969,0.231155159,0.144538912,0.000135256,0.005941902,0.015626851,0.024205753,0.256418492,0.170864165,0.208344651,1.333094254,0.021030922,0.006287097,0.346264351,0.743760603,0.740902015,0.00021974,0.373718685,0.677634712,0.138940434,0.000734015,0.239949898,0.272639054,2.105598236,-0.120849147,1267142
-0.6,-0.927705418,0.549742364,0.117926866,0.000128598,0.005852733,0.013579274,0.024275541,0.267957559,0.164459358,0.177454716,1.421614588,0.008729327,0.00577824,0.266237259,0.685499124,0.681095297,0.000219592,0.39665827,0.789332524,0.101539143,0.002769164,0.3647388,0.603943192,2.143186651,0.014834303,1267142
-0.6,-0.945185752,-0.376268955,0.145127871,0.000146372,0.00512254,0.012212031,0.02269495,0.308465318,0.160250661,0.200699217,1.854865035,0.014138783,0.005275837,0.309667397,0.74743531,0.711759292,0.000219236,0.382151032,0.788227308,0.115390841,0.001486818,0.701719064,1.398046066,2.300100452,-0.113665964,1267142
-0.6,-0.911363245,0.103292253,0.127518088,0.000108186,0.006557596,0.016801589,0.026481421,0.245468403,0.174467625,0.198163204,1.313999446,0.012460678,0.006709037,0.342486638,0.748774899,0.725203018,0.000232813,0.442760356,0.680581949,0.106353549,0.001492364,0.365242726,0.541166768,2.112104098,-0.082011191,1267142
-0.6,-0.885248467,-0.205882423,0.146502456,0.000159504,0.007113904,0.013673046,0.016096838,0.303430103,0.166585917,0.220265285,1.951302914,0.015382366,0.005407848,0.269265326,0.730515438,0.683585585,0.000199224,0.34686229,0.798852406,0.115102087,0.001558794,0.291913497,0.367785787,2.325559867,-0.006723208,1267142
-0.6,-0.780837711,-0.025066008,0.135187093,0.000155578,0.006652674,0.00984517,0.017893436,0.242002916,0.172692592,0.190756854,1.915563481,0.023513565,0.00508926,0.269203059,0.721909458,0.713567121,0.000198974,0.409259365,0.761495861,0.106328782,0.000738391,0.161428822,0.199436349,2.177464649,0.002114995,1267142
-0.6,-0.945664589,-0.369025535,0.146366889,0.000147934,0.005152303,0.012282043,0.022436006,0.309806001,0.159844651,0.201149328,1.860958848,0.015410543,0.005264601,0.309156576,0.74483008,0.713815816,0.000219792,0.397874545,0.791485385,0.115084267,0.001464122,0.718845775,1.402892991,2.328377174,-0.111605952,1267142
-0.6,-0.91370523,0.516985304,0.136425806,0.000115791,0.005837989,0.012120595,0.018524878,0.292698572,0.144212515,0.189991376,1.327772174,0.006087708,0.005410585,0.293994319,0.747346456,0.745221565,0.000235951,0.438062322,0.768769144,0.110557533,0.002335732,0.410318528,0.591126158,2.660760089,0.012131232,1267142
-0.6,-0.905202161,0.48320122,0.137824088,0.000128706,0.005750593,0.012721016,0.022057909,0.273957227,0.16725106,0.192800508,1.289485899,0.008406945,0.005099103,0.266078147,0.700737728,0.67214783,0.00022326,0.386897532,0.767483911,0.107828456,0.002741771,0.312867829,0.541026287,2.218320879,-0.078504868,1267142
-0.6,-0.941811746,-0.144487697,0.139531384,0.000171556,0.005138124,0.012002924,0.023239553,0.348624343,0.154611845,0.175532459,1.758903349,0.019849404,0.005918766,0.320308172,0.742853534,0.670319851,0.00020419,0.438156788,0.78128268,0.109264896,0.000859866,0.686842376,1.436397705,2.292613507,-0.076583395,1267142
-0.6,-0.846272898,0.768900329,0.141664022,0.000125048,0.006869904,0.014606391,0.018090703,0.278926287,0.150107422,0.187724076,1.235553393,0.007654547,0.005766311,0.315503575,0.744277609,0.669477918,0.000263314,0.433048791,0.712212844,0.112217226,0.002292223,0.292316474,0.331587122,2.51891172,-0.092870383,1267142
-0.6,-0.847509888,0.679816516,0.141013198,0.000115036,0.006077677,0.012921977,0.018037912,0.305354998,0.148421932,0.184488592,1.241963488,0.018952444,0.005297344,0.269566925,0.725087626,0.663776274,0.000214871,0.4424667,0.796468533,0.101586136,0.000752584,0.181547347,0.336288478,2.553694535,-0.016635122,1267142
-0.6,-0.890604727,-0.018619692,0.144580808,0.00013235,0.006299047,0.01046424,0.022540946,0.248230064,0.171112743,0.207171193,1.578253162,0.016271065,0.005612997,0.266291344,0.743770532,0.670809541,0.000232722,0.384849033,0.708988743,0.107773986,0.001477262,0.362554102,0.398359112,2.21015693,-0.076704775,1267142
-0.6,-0.89081182,-0.390694972,0.123061824,0.000112373,0.005598484,0.01369211,0.027055638,0.30019893,0.193731595,0.207375174,1.707442196,0.017807635,0.00513479,0.320054445,0.733644218,0.724873394,0.000243889,0.434462906,0.640769128,0.114735566,0.000538283,0.271725464,0.457013635,2.047643585,-0.095703217,1267142
-0.6,-0.928536406,0.381599559,0.129547593,0.000142653,0.007473563,0.010932578,0.020002242,0.245779423,0.168688623,0.209367638,1.711378444,0.021269311,0.00534954,0.323866646,0.729927659,0.679142931,0.000245797,0.393764226,0.676206979,0.101937179,0.000617863,0.379516431,0.844348022,2.242791908,-0.082672404,1267142
-0.6,-0.940692802,-0.010290648,0.139017706,0.000105837,0.005569339,0.011073738,0.02735684,0.283653065,0.19307739,0.207305955,1.762548474,0.018766306,0.005303782,0.295200629,0.745012768,0.702116936,0.000238627,0.420759711,0.648129454,0.105023797,0.000838413,0.383142994,0.619919402,1.958357914,0.026237205,1267142
-0.6,-0.951715925,-0.392837235,0.139435285,0.000168297,0.005279876,0.011625618,0.022084441,0.328765226,0.164343103,0.193138686,1.93674268,0.019151171,0.006006147,0.313707823,0.739444163,0.711392534,0.000210782,0.402651885,0.778680371,0.108490716,0.000583662,0.801257749,1.521445208,2.237475012,-0.081966793,1267142
-0.6,-0.897194164,0.625042145,0.126986216,0.000138087,0.006481458,0.016802328,0.017200947,0.22985464,0.159688452,0.181333227,1.708459396,0.009629856,0.005034951,0.251630123,0.743776404,0.742032494,0.000251844,0.487540319,0.646953994,0.103534441,0.002668101,0.194006974,0.774900049,2.331919256,-0.020499115,1267142
-0.6,-0.840733186,0.652306219,0.140212218,0.000114419,0.005809151,0.012709358,0.019372656,0.307578104,0.14985767,0.183952761,1.264248543,0.013576361,0.005077055,0.270098404,0.725057296,0.66373045,0.000214859,0.447454305,0.790884065,0.102462472,0.001570476,0.164019275,0.356244237,2.512786816,-0.031820417,1267142
-0.6,-0.906904045,0.121409571,0.149753224,0.000101276,0.00655497,0.01223212,0.02417047,0.269275182,0.182461603,0.233230174,1.943557393,0.013534775,0.005403936,0.305583556,0.74357864,0.740428144,0.000245668,0.352167257,0.709567965,0.104775793,0.001523387,0.359142966,0.637272322,2.144239598,-0.053570934,1267142
-0.6,-0.926814329,-0.308777324,0.14561188,0.000124456,0.005255096,0.012402158,0.020334356,0.28511981,0.196456589,0.214731239,1.870782581,0.012926272,0.005166126,0.319045305,0.732664593,0.718183726,0.000235422,0.461187898,0.625635452,0.100153806,0.000994428,0.326213353,0.424676335,2.137539026,-0.01441818,1267142
-0.6,-0.888620757,-0.41175161,0.11866366,0.000113067,0.006359607,0.014895768,0.029723663,0.286679216,0.183041296,0.198820436,1.65561317,0.02231523,0.005676649,0.333811421,0.72948501,0.700323043,0.000232034,0.395534472,0.673005943,0.114853939,0.000446325,0.391291126,0.451977374,2.030873389,-0.085833362,1267142
-0.6,-0.849250426,-0.422076296,0.145797712,0.000186376,0.007214554,0.011789173,0.01696356,0.301024128,0.15998187,0.211128876,1.849325749,0.006880402,0.005389917,0.282700583,0.733271396,0.663081536,0.000193532,0.396751873,0.794185208,0.112626466,0.002849515,0.136632577,0.313871455,2.374741475,-0.061710887,1267142
-0.6,-0.874887449,0.217777096,0.105743665,0.00014779,0.005276457,0.013814682,0.017611582,0.281431506,0.14891898,0.19500794,1.163340304,0.008815163,0.006063888,0.273405531,0.729432998,0.709226978,0.000230277,0.389704872,0.765478759,0.100812363,0.002689909,0.264343941,0.575046367,2.418706161,0.000574527,1267142
-0.6,-0.878691511,0.05083307,0.146263137,0.000152293,0.006603597,0.009880856,0.02182612,0.235957859,0.177212797,0.197278864,1.678131315,0.01224549,0.005073079,0.25883168,0.721147573,0.705425605,0.000230145,0.431996843,0.702013949,0.104056818,0.001976538,0.207235525,0.302258022,2.184140134,-0.019992294,1267142
-0.6,-0.856815646,0.524315649,0.128813548,0.000132173,0.005581869,0.013006767,0.023865699,0.257536013,0.167634966,0.192059893,1.199531781,0.007211267,0.00525535,0.267037758,0.668846463,0.658132036,0.000217736,0.358877786,0.784207324,0.101311543,0.002879168,0.325098465,0.500534877,2.325163917,-0.16178499,1267142
-0.6,-0.939401915,0.725741603,0.121947906,0.000112632,0.005126046,0.016883896,0.018572315,0.243825188,0.161898309,0.178822292,1.781167236,0.017811436,0.005033155,0.252334116,0.735308844,0.717869719,0.000228383,0.481878611,0.6244448,0.104876205,0.001293722,0.541117442,0.780754391,2.368029714,0.005215445,1267142
-0.6,-0.942418407,-0.333188438,0.144940406,0.000156909,0.005314997,0.011690111,0.022118018,0.31281522,0.16550396,0.201533336,1.742428082,0.00677427,0.005536163,0.308446509,0.742205986,0.735457393,0.00021047,0.410361859,0.782983092,0.11125209,0.002711564,0.781337744,1.396704414,2.334436901,-0.069830831,1267142
-0.6,-0.899438351,0.722575628,0.147990536,0.000112833,0.006903037,0.013827136,0.019362718,0.300662393,0.137193908,0.168850666,1.446048557,0.006499618,0.006293061,0.30770548,0.745510731,0.714825964,0.000240019,0.451925158,0.692012261,0.102425017,0.002620458,0.361158847,0.5725193,2.508385975,0.04574912,1267142
-0.6,-0.828625436,0.192508904,0.146710355,0.000157326,0.006909732,0.014170156,0.016185514,0.320026325,0.163451832,0.184607797,1.810291295,0.009110902,0.005282353,0.280221762,0.749460048,0.656653294,0.00024337,0.472729897,0.764181529,0.107229456,0.00214413,0.194364843,0.333000226,2.323065191,-0.098847685,1267142
-0.6,-0.928162503,0.631394858,0.130542582,0.000137567,0.006706464,0.017472152,0.019444479,0.232880427,0.155665705,0.192793608,1.836255734,0.011443862,0.006426876,0.261263446,0.743064881,0.728003114,0.000233652,0.440446816,0.622414283,0.103083028,0.002164978,0.285428157,0.734210535,2.310594868,0.013605587,1267142
-0.6,-0.815481393,-0.209268207,0.140399988,0.000173473,0.007021762,0.013234987,0.017422728,0.307151202,0.161470555,0.218628531,1.898001239,0.015040239,0.005361447,0.271447433,0.74498992,0.703027606,0.000205508,0.389047123,0.796630235,0.106657201,0.000897597,0.224376322,0.235997033,2.56831051,-0.022870868,1267142
-0.6,-0.878443433,0.539233608,0.128954974,0.0001315,0.005693546,0.012946272,0.023913121,0.259724939,0.166672758,0.192698175,1.207710588,0.007099029,0.005197227,0.264742157,0.664431459,0.660831966,0.000217409,0.366255115,0.77990265,0.101628107,0.002810839,0.324843261,0.492136173,2.345491715,-0.127928257,1267142
