Unique_ID,CDRscale,CDRscaleE,dr_dx_cost,DR_ts,dr_tx_cost,ds_dx_cost,DS_neta,ds_tx_cost,dst_cost,e,fadult,fchild,felderly,glf_a,glf_b,glf_c,glf_k,glf_m,glf_q,glf_v,mdtf,n,nelderly,nt_dst_prob,ntii_emp_tx_p,ntin_emp_tx_p,omega,padult,pchild,pelderly,pt_dst_prob,ptii_emp_tx_p,ptin_emp_tx_p,radult,rchild,relderly,uiscaleA,uiscaleC,uiscaleE,vadult,vchild,velderly,x,xi_init
Test,0.945842543536246,0.440310156683194,25.9425425967026,0.756807160661556,302.326027365695,21.9591884391925,0.331575517649762,15.3354558526603,37.1081572962346,0.785758064320513,0.710763815215809,0.110613805704613,0.563996705883613,0.4,0.0175,1,0.92,2003,1.05,0.04,2,0.192879144837358,0.153137729611667,0.015069321936462,0.007856607868336,0.002154060713016,0.014962101136087,0.170654352563722,0.016450116738045,0.239593602353915,0.023788664278109,0.020981217701919,0.009380963684525,0.016935633917319,0.02593875142497,0.021068802432093,-0.983105183677123,-0.951971676948211,-0.94247096061504,0.000234238443299,0.000116575234097,0.003612384835452,0.351605555350015,0.009371941796965
