Hash,CDRscale,CDRscaleE,chr,DR_ts,DS_neta,e,emp_tx_p,fadult,fchild,felderly,n,nelderly,omega,padult,pchild,pelderly,radult,rchild,relderly,uiscaleA,uiscaleC,uiscaleE,vadult,vchild,velderly,x,xi_init
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
1,0.953445028134112,0.646331568257185,0.137017616513185,0.722234427861403,0.38329821603978,0.716776217757927,0.192526775354054,0.703022877890872,0.13134642016832,0.676641477555355,0.194613471677597,0.145332784017921,0.015493917430286,0.171299090410536,0.017390044116668,0.222391381666701,0.014053117301212,0.032379706825372,0.01960311815071,-0.981349809505697,-0.953302733583274,-0.948701114416909,0.00023762898768,0.000140690348443,0.002703961195439,0.353454140887912,0.011168395852387
