unique_id,rmortTB,fchild,fadult,felderly,vchild,vadult,velderly,rchild,radult,relderly,pchild,padult,pelderly,ds_n,dr_n,dr_nelderly,ds_nelderly,omega,CDRscale,CDRscaleE,uiscaleC,uiscaleA,uiscaleE,DS_neta,DR_neta,x,e,xi
manual_seed,0.157026376319212,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.22764473699173,0.154884554692311,0.144016665057279,0.217134675667855,0.010444509927808,0.954533142713448,0.525726955932872,-0.9,-0.984787792430669,-0.939475800622832,0.576521145412697,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
9f9a1e686b8d24ffb20bd7d3dff17e9a,0.157026376319212,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.22764473699173,0.154884554692311,0.144016665057279,0.217134675667855,0.010444509927808,0.954533142713448,0.525726955932872,-0.515493200737715,-0.984787792430669,-0.939475800622832,0.576521145412697,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
b6ed1a7dd66512346b64ed443be7efda,0.383417702369949,0.064270465999609,0.703983523386998,0.588484438959881,0.00029485679066,0.000245461071414,0.002528216641265,0.009764825822134,0.009590614220127,0.026575876596641,0.013433636803414,0.13851384665314,0.299263535550981,0.236934077015379,0.158024983001174,0.134372519427212,0.214976550216321,0.009709057180439,0.941496478411667,0.138819591926923,-0.222580202570558,-0.983808138636531,-0.964426106057269,0.637827357463539,1.70044884346425,0.256875673140586,0.662221593417225,0.008788904881648
c372c6c43c9969e67471d1de1a6ca300,0.383526032798084,0.064882153204177,0.705047631755008,0.603292465957253,0.00029281572716,0.000249843554428,0.00230503305165,0.009500013101054,0.009485014664614,0.027076456209319,0.013527463700623,0.139721084729395,0.294605072763375,0.238421449895482,0.157923644095892,0.136649913501227,0.21581286301231,0.009338611795917,0.942175174481692,0.16288250912793,-0.233200907627,-0.98032596558628,-0.958647724522072,0.655290483450517,1.89624079996719,0.252814970830829,0.658117659820242,0.008721250525507
8ab4d0851a872ed130616f57d4a30d62,0.3619678744046,0.078008799894713,0.679307149020024,0.585406263633444,0.000296930319808,0.000250239870911,0.003313096151435,0.009665576340583,0.010134872988332,0.01605359571085,0.010630882029889,0.140095135217345,0.307115386240743,0.227676365890307,0.168245049454505,0.131730144991539,0.208866742278683,0.009300580027029,0.961657336813602,0.196704491004143,-0.28913707300323,-0.990846516955172,-0.972150892682318,0.681917181052267,1.90547396966721,0.255318470528723,0.684763620266689,0.009030455060185
0b3a478ef6b85b0d60f1e2e351e41aa4,0.479972128316758,0.067816591051407,0.709676276515239,0.574148551137745,0.000286039824569,0.000233851581537,0.003634801642399,0.009545905551733,0.010279698295332,0.015666881695717,0.010339529807448,0.134687329006753,0.292700664975494,0.2199182014307,0.177160476875724,0.133179867959348,0.209689935975476,0.007644025329938,0.951277016182029,0.216918092467412,-0.353824844322586,-0.989966733944523,-0.963551723800367,0.630524504883215,1.76472815636079,0.253709449391813,0.671098128495736,0.008532080918986
6d6c2cd11338ec567a1bdd17ef147c3a,0.483222010162843,0.067787298694952,0.710732565887739,0.571471715239435,0.000285911416744,0.000232041633637,0.003547827354029,0.009430535406199,0.010361243275227,0.018577386706417,0.010730572565227,0.134481641848757,0.28989623786211,0.221144057168858,0.17956773878145,0.132269527569878,0.207884371715831,0.007521918358593,0.958763366798264,0.237096160837356,-0.335288510266458,-0.990024540157835,-0.960401166326692,0.656496338360011,1.82155808880924,0.251456408026071,0.678212878081946,0.008490008484789
2da94cd42093398df91e733b3ec8133e,0.543419005969817,0.069912560341414,0.714482433109079,0.560960730832069,0.000284384895723,0.000228456840802,0.003180492825422,0.00960498117078,0.010211747145047,0.014429094880751,0.010381012964762,0.132401752815022,0.291542625159956,0.222415321507025,0.175710658457596,0.132934630130883,0.20700974967517,0.007672437276375,0.964795003744391,0.235977836934887,-0.35088094945684,-0.981323555993293,-0.972003064053701,0.739506779611111,1.79127785922027,0.250418725126238,0.672783833511172,0.008353420631217
ada00b4264dd6e5fbc704646207904b7,0.577467301110549,0.070837514163461,0.711446976142471,0.564393563383444,0.00028362067704,0.00023095554248,0.002822902418478,0.009593819181388,0.010308904510922,0.015375245226036,0.010643984586235,0.134153960843756,0.292681589820794,0.221671236752998,0.173752993430244,0.132639674811158,0.208319839941571,0.007688416037406,0.966653501468068,0.211347822987372,-0.373175306218676,-0.978026372524039,-0.964301516248239,0.758034310443327,1.84424615728202,0.253206786852331,0.676528754880651,0.008294678380436
e5c4b6d272fdec34d263ad71b9e0a0c5,0.580275283625162,0.067218318435364,0.712264003301972,0.566443728109821,0.000285474119013,0.000233412244268,0.00342956859897,0.009461565475957,0.010112163835484,0.019825823064149,0.010831989905798,0.135828375388681,0.291676692702435,0.220081813287455,0.1788128857126,0.133738352673593,0.208966126940447,0.007741935997526,0.963834448240352,0.231135199778751,-0.367631294249855,-0.984535728702065,-0.97053279234386,0.665331526333466,1.85643749211448,0.253829212826492,0.675679058404638,0.008410682189677
