unique_id,rmortTB,fchild,fadult,felderly,vchild,vadult,velderly,rchild,radult,relderly,pchild,padult,pelderly,ds_n,dr_n,dr_nelderly,ds_nelderly,omega,CDRscale,CDRscaleE,uiscaleC,uiscaleA,uiscaleE,DS_neta,DR_ts,x,e,xi_init,xi_ptr,nt_dst_prob,pt_dst_prob,ptdr_r,mdt_loss_param,nt_nid_prob,pt_nid_prob
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
man,0.048242023823035,0.105609011335254,0.737733562345874,0.552698612897973,0.000239763180903,0.000275258164797,0.00416095658654,0.010295082186349,0.01090569292698,0.010889816894047,0.015688856293399,0.156940836201787,0.33334459432576,0.182213398098549,0.158237474465188,0.127863862634808,0.163656353879698,0.010565121409676,0.975,0.613969610664799,-0.93790072978369,-0.985313666134714,-0.965968532421279,0.475667592453305,0.77,0.254022045479472,0.697732973514513,0.0031,1.1,0.03,0.06,0.011,0.9,0.015,0.025
