unique_id,CDRscale,CDRscaleE,dr_dx_cost,DR_ts,dr_tx_cost,ds_dx_cost,DS_neta,ds_tx_cost,dst_cost,e,fadult,fchild,felderly,n,nelderly,nt_dst_prob,ntii_emp_tx_p,ntin_emp_tx_p,omega,padult,pchild,pelderly,pt_dst_prob,ptii_emp_tx_p,ptin_emp_tx_p,radult,rchild,relderly,uiscaleA,uiscaleC,uiscaleE,vadult,vchild,velderly,x,xi_init
42eb8a5e403148a7a050769be9fcd71c,0.957392587790861,0.716180904909853,22.6733659388417,0.717732579492964,286.550940591487,20.9683302460457,0.452651015192737,13.8102619415153,37.47958000362,0.698561097584867,0.69068486470545,0.098188783488915,0.604519346695076,0.188868731508939,0.148935978098028,0.031726656419225,0.019024984322954,0.010085269716103,0.012345065089293,0.157133259752217,0.018559070338911,0.30075447306486,0.042541671464219,0.051717558803503,0.017107630523853,0.015760292014367,0.021945816255342,0.017449565598583,-0.975138799220223,-0.960339199300337,-0.946136471248226,0.000215966683484,0.000236191473685,0.003103075932771,0.276599445413854,0.007660509284534
c2e6a474d3143fe2a5f0ea5fdd06f56f,0.958834180916063,0.763752453773782,22.6296659208788,0.720751707655378,287.561404044422,21.1141179676217,0.422773490723689,13.5458983405438,37.4995302378032,0.708938195929134,0.6913016272085,0.095875166645952,0.590871140581052,0.184263941416493,0.152514430266526,0.050745691641234,0.061330350272823,0.011562896436546,0.012402638145151,0.159227761809352,0.019924836757078,0.307829011230936,0.065449391672387,0.079513174167369,0.02907908380311,0.013763124956451,0.022903229287993,0.017600817564903,-0.990196015593756,-0.945382986610498,-0.942886044293617,0.000213713019954,0.000239484756194,0.003501336154197,0.28030078880867,0.007691875283182
d7ea92acd0cd10352a6d94ba699aa8eb,0.947966294656842,0.728503959912152,22.8705392846547,0.727978209377267,289.06184750207,20.8120652612227,0.409237174846698,13.7969697778076,37.5150856486162,0.717305297274345,0.703797125372126,0.095815900858705,0.593123573726099,0.188841651647328,0.153423357011006,0.075935623294674,0.102066319006029,0.008174582021777,0.012245469008541,0.154358938897597,0.020266224164466,0.304082156219353,0.076653624730184,0.121178224303294,0.04382671692688,0.012406042314208,0.021540347740594,0.015996719723782,-0.989154886681449,-0.939468842504754,-0.973322246733227,0.000216584812212,0.000244727594541,0.003734812435475,0.280551038122978,0.007564431790677
176c4dae18e9f72f927f61e7e462a4fc,0.939388401338681,0.741754988768116,22.829505309296,0.725731892799028,288.822918825241,20.6295249086815,0.427127351554577,13.7350205093991,37.4144986045531,0.71808117508536,0.704586667849704,0.093689195635476,0.585454604763221,0.191282586403167,0.155618051042967,0.058746232113801,0.101167799279559,0.009014153108467,0.012424154057444,0.153311071012365,0.020812697668976,0.299892952697372,0.075235079716891,0.109409840137233,0.051223772813566,0.012157365832738,0.021727947511505,0.015605629178723,-0.976336590407409,-0.950617765853073,-0.974322519095366,0.00021470107161,0.000246109518731,0.004323988228512,0.278893841133322,0.007689106319039
895f97fdcac4de038d19d9986496d91c,0.943407799621746,0.721672457233124,22.6666576254416,0.748935742200352,288.944992031755,20.8369762269876,0.429669348437806,13.8185819419008,37.1975907723399,0.72388248035332,0.714858964647188,0.094829663197257,0.594399409690182,0.191418781331251,0.150787277492881,0.031685749760829,0.127336631183046,0.022596338196192,0.012872363974924,0.153594908465641,0.020701853113665,0.300196762911995,0.049703233487904,0.131679843033199,0.052594960502349,0.012064361072778,0.02093818650933,0.014868684634408,-0.981543990393944,-0.910947064239646,-0.965832185158444,0.000213964854923,0.000248854048951,0.003908604505665,0.275153383120205,0.007613726501758
1e21e735b75f666745afa96d2af9f5ca,0.950394460579585,0.707524387855508,22.7406488243014,0.729199913478457,291.711359734552,20.9552034498141,0.434376257377212,13.8326524320282,37.1657759627827,0.716328832928294,0.722927976714469,0.092173480769832,0.594667738344948,0.189625219068466,0.152736611094978,0.04764692563843,0.13329010662483,0.021535540456418,0.012626957666303,0.152437105467367,0.020513260656453,0.304079786476885,0.061888569504022,0.134401527384762,0.064496072999202,0.01230219771441,0.021963479883019,0.014656245364463,-0.987763070139505,-0.934153718097492,-0.9264858736287,0.000213790964052,0.000246098572245,0.003644085310885,0.275209817991461,0.007490364050115
8374e609a805deff6a10661a58244af0,0.932734150306861,0.664852877417539,22.9050811808454,0.720805158455856,294.809451031792,21.0350886621,0.429149973009248,14.0505097098015,37.324726663103,0.713973971914703,0.722159520762994,0.091460345771377,0.594747950367312,0.188454828081628,0.14847298417585,0.023604411085137,0.134988279210869,0.035591087351088,0.012391593806601,0.149009993120107,0.019553950710173,0.312412088923921,0.064939265804365,0.162290514747147,0.064489047260024,0.011126569640151,0.022350176419299,0.015850025825789,-0.98448328476337,-0.925385775432981,-0.967496610096017,0.000213344951288,0.000239042696835,0.00312507487266,0.272404633132424,0.007363470795271
71f2d53de36a4b7945c89641c0713d0f,0.949036190671212,0.660821890013569,22.692712181455,0.726854709134437,293.735318357187,21.0627656274864,0.438578101627995,14.1235022887048,37.5506024233822,0.721773193773085,0.713258294610328,0.094252378900283,0.599169775527399,0.186485987167316,0.150120138295647,0.013314410553314,0.140099078704137,0.016208320456091,0.012165262888946,0.150028422079432,0.018880340453654,0.311205318326151,0.074275008257478,0.163549479853828,0.073801417521201,0.012148534187934,0.021387266058456,0.014789565008348,-0.99411362879473,-0.957264118812162,-0.973875046175973,0.000215862902579,0.000237993721569,0.00241342878386,0.273522252867427,0.007223173525589
6fbb4ccdde5a70cf0df397608e781dc2,0.951024415656942,0.729971267227993,22.4423350146195,0.68831517189648,293.523534488695,21.1017142109433,0.449295611436014,13.9173812361773,38.1105894408544,0.72447474613061,0.731297453057974,0.0956105628514,0.598170616227071,0.185545137581391,0.152138004228194,0.009427022182383,0.148008088058326,0.017054040572141,0.012169556472168,0.153187831403884,0.01801889809868,0.310216600621512,0.110241331396624,0.193183893284295,0.045755168323405,0.012896348943635,0.020449797661025,0.013128553182473,-0.989924590823271,-0.93860113909867,-0.958349867285875,0.000210776293499,0.000235056580599,0.002707965433338,0.265832270079162,0.007217736707865
c86b569c8cd6dfd031195bd5996cd3b8,0.956096378905251,0.760543490170516,22.5362638521127,0.693646549050696,296.157735195609,21.073340906516,0.463381262783428,13.8172832584176,37.8195152340735,0.72075708884021,0.738666038041025,0.097782011686571,0.595413484713863,0.182896929305488,0.150415311825649,0.013377456267365,0.14421844808245,0.017438758034725,0.012400834932929,0.152193922136548,0.017299261081449,0.315096840254983,0.127989556709304,0.20005610000575,0.046764020382427,0.012129397963247,0.020815875949319,0.013452105711242,-0.977647995615241,-0.974426110469646,-0.964997957341255,0.000213294409627,0.000237833127057,0.002691239701251,0.268446906640436,0.007379375432147
