AgeGrp,Age0,Age1,Age5,Age10,Age15,Age20,Age25,Age30,Age35,Age40,Age45,Age50,Age55,Age60,Age65,Age70,Age75,Age80
AvgMort,0.25125,0.14125,0.05,0.15,0.32875,0.53625,0.7575,0.97875,1.1975,1.645,2.0675,2.92625,3.9475,6.38375,10.505,14.845,20.575,27.73125
