Year,A0_14,A15_64,A65_+,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99plus
2035,206210.875,928118.084,299179.929,12993.399,13002.668,13036.799,13095.076,13176.785,13281.211,13407.642,13555.361,13723.655,13911.81,14112.057,14316.629,14560.078,14855.796,15181.909,15494.125,15790.472,16076.526,16347.036,16590.459,16813.818,17031.68,17124.595,17038.863,16832.47,16626.197,16406.808,16186.338,15986.525,15808.041,15650.124,15537.285,15426.833,15305.466,15215.885,15196.803,15219.731,15481.706,16078.201,16916.753,17708.851,18391.505,19401.453,20887.979,22583.934,24194.267,25923.65,26644.994,25813.803,23995.382,22307.593,20536.537,19148.26,18490.796,18345.558,18073.905,17717.145,17797.051,18481.837,19539.333,20556.349,21600.161,22382.753,22713.68,22698.568,22677.443,22635.037,22215.58,21292.769,20024.055,18715.914,17334.322,15972.595,14717.13,13548.205,12323.802,11029.249,10001.603,9380.83,9013.791,8640.113,8351.152,7826.478,6892.932,5720.511,4643.719,3585.275,2716.205,2152.012,1801.278,1409.602,1106.884,912.524,702.948,478.157,346.967,295.571,238.05,174.404,302.822
2036,204001.097,918339.497,308581.904,12960.291,12986.412,13001.794,13039.963,13100.506,13183.011,13286.803,13411.204,13557.126,13724.687,13912.681,14112.075,14315.425,14557.482,14851.637,15176.113,15486.697,15781.369,16066.163,16336.052,16579.301,16802.496,17020.273,17113.197,17027.53,16821.254,16615.167,16395.999,16175.793,15976.283,15798.104,15640.428,15527.741,15417.373,15296.013,15206.314,15186.893,15209.209,15470.406,16065.981,16903.357,17694.052,18375.268,19382.602,20864.84,22555.437,24160.188,25883.286,26599.686,25765.893,23946.115,22255.643,20480.526,19088.035,18426.368,18276.043,17997.575,17632.695,17699.504,18364.383,19396.739,20387.816,21405.233,22156.45,22449.614,22392.995,22330.984,22247.817,21791.488,20838.138,19544.109,18211.172,16804.859,15426.844,14166.769,13000.825,11782.407,10501.056,9474.638,8834.164,8437.045,8039.423,7725.769,7203.156,6312.636,5209.755,4172.875,3184.986,2432.701,1917.896,1567.403,1216.178,959.375,788.647,605.089,408.701,306.184,246.077,180.381,319.362
2037,202053.045,908539.318,317419.791,12943.795,12942.53,12976.586,12998.082,13040.283,13103.08,13186.364,13289.498,13411.841,13555.933,13722.724,13910.516,14109.013,14311.094,14551.706,14844.232,15167.001,15475.884,15768.816,16052.286,16321.495,16564.517,16787.5,17005.142,17098.056,17012.472,16806.359,16600.503,16381.603,16161.71,15962.547,15784.712,15627.312,15514.8,15404.54,15283.214,15193.418,15173.661,15195.359,15455.722,16050.245,16886.262,17675.382,18355.009,19359.508,20837.131,22521.996,24120.811,25837.244,26548.539,25712.326,23891.588,22198.799,20420.007,19023.601,18357.873,18202.492,17917.264,17544.337,17598.026,18242.839,19249.811,20214.716,21205.497,21925.154,22180.464,22082.322,21979.411,21855.472,21362.344,20378.642,19059.564,17702.105,16271.361,14877.347,13612.934,12450.228,11238.065,9970.204,8945.238,8285.191,7858.056,7436.561,7098.265,6577.83,5730.558,4697.508,3700.793,2783.725,2148.47,1683.2,1333.024,1022.355,811.554,664.511,507.03,339.109,254.047,186.228,336.075
2038,200353.338,898974.695,325463.428,12937.098,12926.274,12930.012,12963.676,12991.281,13037.506,13102.543,13186.587,13289.037,13409.293,13551.52,13717.501,13905.047,14102.599,14303.364,14542.473,14833.301,15154.285,15461.392,15752.515,16034.593,16303.058,16545.795,16768.513,16985.969,17078.85,16993.371,16787.469,16581.892,16363.314,16143.786,15945.017,15767.569,15610.481,15498.172,15388.046,15266.782,15176.91,15156.822,15177.898,15437.364,16030.694,16865.152,17652.509,18330.385,19331.81,20804.467,22483.199,24075.696,25785.055,26491.076,25652.639,23831.373,22136.669,20354.623,18954.634,18285.001,18124.6,17832.679,17451.792,17492.345,18116.933,19098.276,20036.773,21000.678,21688.596,21905.983,21766.33,21622.533,21457.843,20928.025,19914.197,18570.376,17188.712,15733.871,14324.185,13055.734,11896.543,10690.924,9436.857,8413.589,7734.12,7277.064,6831.789,6468.926,5950.792,5146.981,4184.022,3227.72,2381.707,1863.661,1448.047,1098.272,828.242,663.506,540.189,408.826,269.419,192.79,353.057
2039,198842.482,890076.37,332355.685,12931.079,12912.879,12907.595,12915.884,12947.755,12981.463,13031.699,13098.961,13183.744,13285.488,13403.629,13543.959,13709.091,13896.347,14092.909,14292.311,14529.862,14818.924,15138.049,15443.31,15732.556,16013.178,16280.836,16523.231,16745.633,16962.853,17055.68,16970.324,16764.682,16559.432,16341.225,16122.113,15923.785,15746.764,15590.025,15477.946,15367.979,15246.806,15156.878,15136.465,15156.912,15415.422,16007.422,16840.127,17625.538,18301.507,19299.626,20766.975,22439.186,24024.997,25726.885,26427.469,25587.004,23765.633,22069.408,20284.523,18881.278,18207.897,18042.513,17743.968,17355.212,17382.622,17986.846,18942.338,19854.215,20791.025,21447.051,21626.473,21445.352,21260.713,21055.318,20488.942,19445.231,18076.986,16671.444,15192.849,13767.823,12495.629,11340.221,10141.425,8901.441,7880.106,7181.378,6694.515,6225.569,5838.23,5322.516,4562.343,3669.683,2754.007,1979.228,1578.485,1212.613,863.32,633.982,515.337,415.769,310.551,199.683,370.447
2040,197476.4,882085.013,337911.401,12918.435,12898.045,12888.094,12889.382,12902.707,12928.869,12968.667,13022.901,13092.37,13177.872,13278.886,13394.888,13533.289,13697.536,13884.459,14079.985,14277.98,14513.919,14801.151,15118.344,15421.691,15708.993,15988.096,16254.886,16496.885,16718.918,16935.852,17028.604,16943.391,16738.056,16533.18,16315.395,16096.749,15898.907,15722.353,15566,15454.175,15344.393,15223.339,15133.376,15112.641,15132.457,15389.951,15980.485,16811.249,17594.534,18268.441,19263.026,20724.734,22390.043,23968.808,25662.841,26357.83,25515.532,23694.475,21997.121,20209.809,18803.632,18126.66,17956.335,17651.239,17254.708,17268.979,17852.713,18782.152,19667.219,20576.737,21200.744,21342.186,21119.667,20894.256,20648.233,20045.454,18972.12,17579.782,16150.701,14648.709,13208.681,11933.039,10781.678,9589.975,8364.349,7345.183,6627.369,6110.831,5618.339,5206.629,4693.453,3977.062,3154.858,2279.988,1576.574,1293.144,977.063,628.332,439.71,367.153,291.34,212.272,388.571
2041,196503.149,875155.916,341737.871,12911.203,12911.508,12896.67,12890.394,12893.749,12907.805,12933.399,12971.372,13023.942,13092.639,13177.841,13277.932,13392.677,13529.668,13692.35,13877.651,14071.561,14267.897,14502.608,14789.272,15106.357,15409.606,15696.892,15976.058,16242.938,16485.063,16707.296,16924.472,17017.494,16932.569,16727.514,16522.886,16305.309,16086.769,15888.896,15712.179,15555.514,15443.155,15332.86,15211.408,15120.996,15099.411,15117.94,15373.82,15962.399,16790.729,17571.237,18242.296,19232.21,20686.661,22343.054,23912.533,25596.169,26282.827,25435.82,23611.967,21909.794,20115.617,18702.153,18017.624,17838.243,17521.889,17112.843,17106.203,17657.257,18545.614,19389.763,20259.008,20836.932,20924.839,20645.474,20365.321,20065.143,19420.414,18323.539,16921.33,15484.001,13976.474,12539.142,11275.543,10142.995,8974.783,7779.663,6784.155,6076.652,5564.076,5074.825,4694.088,4209.425,3533.818,2745.217,1960.257,1375.277,1124.717,846.328,540.112,393.827,311.427,225.934,407.758
2042,195657.113,869195.613,344198.829,12895.917,12886.279,12902.307,12893.026,12890.428,12895.852,12910.636,12935.659,12971.798,13022.694,13090.606,13175.492,13274.643,13388.111,13523.665,13684.754,13868.399,14060.657,14255.3,14488.741,14774.786,15091.707,15394.805,15682.024,15961.203,16228.128,16470.335,16692.729,16910.109,17003.386,16918.764,16714.025,16509.681,16292.35,16073.955,15876.085,15699.237,15542.286,15429.413,15318.624,15196.797,15105.951,15083.518,15100.756,15354.977,15941.495,16767.246,17544.837,18212.928,19197.994,20644.927,22292.108,23852.019,25524.958,26203.159,25351.588,23525.259,21818.564,20017.832,18597.327,17905.355,17716.945,17389.381,16967.886,16940.323,17458.58,18305.674,19108.733,19937.53,20469.24,20503.567,20167.37,19832.493,19478.181,18791.59,17671.353,16259.513,14814.184,13301.383,11867.002,10615.676,9502.151,8357.649,7193.264,6221.603,5524.541,5016.02,4530.098,4180.419,3724.371,3089.69,2334.852,1639.992,1173.619,955.992,715.367,451.745,335.121,241.984,428.282
2043,194912.428,863775.521,345746.287,12868.568,12870.433,12871.105,12890.609,12886.888,12887.969,12895.46,12910.97,12935.415,12969.714,13018.926,13086.04,13170.593,13268.784,13380.954,13515.045,13674.509,13856.462,14047.031,14239.942,14472.067,14757.438,15074.133,15377.022,15664.118,15943.257,16210.174,16452.418,16674.929,16892.472,16985.985,16901.682,16697.299,16493.279,16276.236,16058.029,15860.2,15683.254,15526.048,15412.682,15301.421,15179.241,15087.979,15064.703,15080.647,15333.159,15917.502,16740.513,17515.036,18180.029,19160.056,20599.191,22236.839,23786.878,25448.792,26118.404,25262.432,23433.98,21723.093,19916.153,18488.879,17789.598,17592.192,17253.48,16819.613,16771.128,17256.481,18062.14,18823.945,19612.122,20097.508,20078.234,19685.259,19295.709,18887.32,18158.991,17015.603,15594.404,14141.352,12623.57,11192.417,9953.609,8859.326,7738.761,6605.342,5657.723,4971.238,4466.871,3984.373,3665.828,3238.489,2644.866,1923.944,1319.338,971.69,787.045,584.239,363.272,262.07,452.08
2044,194230.521,858296.694,347011.278,12825.045,12841.811,12853.033,12860.627,12876.242,12878.081,12882.841,12892.398,12908.63,12932.493,12964.945,13012.463,13078.765,13162.968,13260.179,13371.026,13503.627,13661.433,13841.658,14030.498,14221.637,14452.398,14737.037,15053.441,15356.058,15642.971,15922.013,16188.867,16431.096,16653.678,16871.339,16965.069,16881.103,16677.118,16473.463,16256.754,16038.78,15841.033,15664.026,15506.598,15392.763,15281.053,15158.546,15066.886,15042.771,15057.418,15308.169,15890.217,16710.318,17481.613,18143.372,19118.156,20549.196,22176.973,23716.821,25367.369,26028.254,25168.061,23337.864,21623.139,19810.368,18376.622,17670.177,17463.818,17114.029,16667.883,16598.491,17050.845,17814.908,18535.309,19282.712,19721.679,19648.819,19199.157,18755.025,18292.653,17522.744,16356.447,14926.184,13465.712,11943.263,10515.635,9289.599,8214.782,7118.38,6016.158,5092.772,4417.005,3916.896,3437.921,3150.569,2752.023,2199.574,1512.711,998.469,769.595,617.965,453.013,274.738,481.642
2045,193569.274,852347.388,348444.363,12762.585,12796.965,12821.657,12838.807,12850.56,12859.062,12866.457,12874.892,12886.512,12903.462,12926.738,12957.336,13003.151,13068.628,13152.462,13248.672,13358.174,13489.256,13645.371,13823.828,14010.899,14200.226,14429.574,14713.417,15029.462,15331.74,15618.409,15897.291,16164.024,16406.186,16628.791,16846.52,16940.447,16856.836,16653.294,16450.049,16233.72,16016.026,15818.405,15641.376,15483.761,15369.481,15257.347,15134.54,15042.503,15017.556,15030.902,15279.838,15859.466,16676.479,17444.379,18102.759,19072.092,20494.727,22112.283,23641.609,25280.435,25932.454,25068.229,23236.691,21518.507,19700.304,18260.404,17546.955,17331.694,16970.912,16512.592,16422.319,16841.595,17563.921,18242.784,18949.273,19341.755,19215.357,18709.141,18210.558,17694.337,16883.041,15694.104,14255.096,12787.529,11260.75,9836.957,8623.954,7568.827,6496.815,5426.011,4527.046,3862.139,3366.395,2891.045,2634.931,2265.248,1754.069,1101.395,677.574,567.455,448.852,321.767,518.819
2046,193090.079,846107.23,349711.877,12691.015,12759.435,12795.577,12821.57,12839.595,12851.829,12860.459,12867.671,12875.609,12886.439,12902.361,12924.461,12953.788,12998.181,13062.089,13144.303,13238.899,13346.748,13476.614,13632.181,13810.557,13997.557,14186.89,14416.332,14700.31,15016.528,15319.053,15606.016,15885.186,16152.168,16394.537,16617.33,16835.218,16929.205,16845.525,16641.798,16438.274,16221.536,16003.393,15805.319,15627.767,15469.359,15353.942,15240.673,15116.85,15023.68,14996.956,15007.785,15253.813,15830.198,16643.312,17406.73,18060.572,19022.099,20432.245,22034.325,23547.701,25168.878,25806.644,24934.123,23097.534,21371.46,19542.764,18091.299,17365.044,17134.485,16756.458,16280.787,16160.237,16530.601,17191.896,17811.704,18460.545,18794.715,18610.467,18049.24,17498.974,16933.389,16089.857,14892.965,13464.245,12010.326,10501.49,9106.502,7934.276,6928.326,5890.02,4879.913,4074.6,3451,2957.183,2523.522,2293.663,1964.989,1515.151,944.149,638.068,508.47,365.077,564.587
2047,192586.718,839824.956,350780.315,12600.883,12678.551,12754.876,12792.776,12820.068,12838.965,12851.68,12860.437,12867.464,12874.904,12884.943,12899.834,12920.756,12948.808,12991.773,13054.105,13134.688,13227.66,13333.843,13462.478,13617.481,13795.756,13982.664,14171.982,14401.493,14685.574,15001.932,15304.669,15591.896,15871.322,16138.523,16381.074,16604.03,16822.051,16916.09,16832.349,16628.459,16424.678,16207.556,15988.988,15790.483,15612.426,15453.242,15336.701,15222.31,15097.484,15003.189,14974.692,14983,15226.091,15799.17,16608.294,17367.144,18016.372,18969.984,20367.48,21953.9,23451.151,25054.492,25677.93,24797.204,22955.767,21221.99,19382.997,17920.122,17181.136,16935.298,16540.06,16047.084,15896.255,16217.647,16817.811,17378.469,17969.564,18245.361,18003.258,17387.058,16785.149,16170.239,15294.551,14089.832,12671.563,11231.457,9740.74,8374.722,7243.421,6286.781,5282.31,4333.039,3621.506,3039.3,2547.465,2155.559,1951.993,1664.382,1275.961,786.731,579.031,417.205,618.377
2048,192041.346,832983.243,352185.681,12495.251,12596.005,12676.059,12748.812,12788.465,12817.054,12836.822,12850.015,12858.899,12865.741,12872.682,12881.928,12895.786,12915.527,12942.3,12983.832,13044.581,13123.524,13214.859,13319.364,13446.752,13601.172,13779.325,13966.119,14155.399,14384.952,14669.103,14985.563,15288.478,15575.934,15855.584,16122.974,16365.676,16588.769,16806.899,16900.977,16817.186,16613.157,16409.143,16191.662,15972.695,15773.781,15595.241,15435.3,15317.648,15202.148,15076.334,14980.925,14950.658,14956.443,15196.569,15766.273,16571.31,17325.501,17970.039,18915.622,20300.3,21870.87,23351.817,24937.129,25546.161,24657.334,22811.263,21069.986,19220.912,17746.797,16995.164,16734.074,16321.668,15811.44,15630.345,15902.715,16441.665,16943.095,17476.363,17693.742,17393.801,16722.689,16069.196,15405.024,14497.277,13284.871,11877.222,10451.102,8978.683,7641.804,6551.568,5644.361,4673.85,3785.54,3167.892,2627.156,2137.363,1787.267,1610.023,1363.516,1036.571,629.187,472.395,680.255
2049,191426.248,824809.49,354728.133,12378.321,12499.744,12598.335,12676.593,12740.628,12782.029,12811.908,12832.543,12846.213,12855.223,12861.877,12868.319,12876.771,12889.594,12908.15,12933.64,12973.732,13032.887,13110.177,13199.862,13302.671,13428.791,13582.602,13760.604,13947.252,14136.464,14366.021,14650.194,14966.703,15269.746,15557.383,15837.21,16104.743,16347.557,16570.75,16788.953,16883.055,16799.228,16595.093,16390.88,16173.076,15953.746,15754.458,15575.464,15414.793,15296.048,15179.459,15052.678,14956.172,14924.139,14927.402,15164.522,15730.756,16531.573,17280.98,17920.721,18858.118,20229.748,21784.209,23248.607,24815.628,25410.154,24513.374,22662.976,20914.491,19055.642,17570.534,16806.38,16530.081,16100.578,15573.184,15361.856,15585.163,16062.814,16504.936,16980.294,17139.222,16781.498,16055.589,15350.625,14637.306,13697.652,12477.762,11080.967,9669.069,8215.192,6907.67,5858.679,5001.051,4064.66,3237.453,2713.785,2214.607,1726.936,1418.705,1267.81,1062.446,797.027,471.551,749.409
2050,190702.623,814862.465,358891.635,12253.241,12390.907,12505.048,12597.972,12671.991,12729.414,12772.551,12803.714,12825.212,12839.355,12848.487,12854.953,12860.893,12868.55,12880.335,12897.703,12921.905,12960.548,13018.096,13093.715,13181.728,13282.817,13407.64,13560.807,13738.615,13925.073,14114.172,14343.677,14627.806,14944.289,15247.386,15535.137,15815.074,16082.687,16325.555,16548.795,16767.017,16861.121,16777.277,16573.086,16368.722,16150.648,15931.008,15731.392,15551.987,15390.624,15270.817,15153.167,15025.449,14927.869,14894.079,14894.819,15128.879,15691.51,16487.919,17232.365,17867.159,18796.151,20154.414,21692.402,23139.91,24688.276,25268.162,24363.646,22509.365,20754.089,18885.914,17390.171,16613.685,16322.251,15875.76,15331.335,15089.837,15264.052,15680.32,16063.058,16480.419,16580.888,16165.493,15384.987,14628.745,13866.472,12895.15,11668.07,10282.456,8885.11,7450.111,6172.244,5164.728,4356.86,3454.795,2688.859,2259.251,1801.729,1316.295,1049.982,925.46,761.269,557.408,824.382
2051,189951.211,803397.293,364349.828,12132.533,12262.289,12393.155,12503.241,12594.356,12668.312,12727.459,12774.147,12807.495,12828.237,12839.8,12847.275,12852.524,12857.108,12863.28,12873.538,12889.386,12912.034,12949.539,13006.586,13082.148,13170.117,13271.235,13396.184,13549.535,13727.575,13914.33,14103.761,14333.599,14618.033,14934.78,15238.115,15526.079,15806.076,16073.535,16316.08,16538.923,16756.638,16850.187,16765.776,16560.96,16355.803,16136.753,15916.042,15715.278,15534.586,15371.531,15249.463,15129.73,15000.383,14901.141,14864.614,14861.414,15090.792,15648.013,16437.807,17174.764,17802.111,18718.016,20055.072,21566.753,22987.529,24506.812,25063.214,24144.923,22282.46,20515.684,18633.653,17121.801,16325.841,16011.173,15540.674,14973.592,14695.204,14811.71,15157.622,15474.192,15828.696,15869.906,15401.511,14575.948,13779.329,12979.259,11996.833,10796.153,9463.413,8089.625,6723.589,5583.606,4636.638,3826.105,3006.373,2355.998,1972.627,1564.768,1132.421,954.82,784.48,577.283,906.841
2052,189104.608,790391.405,371208.037,12006.637,12161.881,12269.782,12393.829,12499.843,12589.137,12663.022,12723.886,12774.12,12809.65,12829.633,12838.613,12844.429,12848.459,12851.687,12856.373,12865.1,12879.426,12900.516,12936.879,12993.417,13068.912,13156.825,13257.959,13383.018,13536.534,13714.785,13901.812,14091.553,14321.694,14606.396,14923.367,15226.902,15515.042,15795.064,16062.335,16304.527,16526.943,16744.124,16837.105,16752.138,16546.723,16340.798,16120.8,15899.044,15697.158,15515.2,15350.474,15226.159,15104.358,14973.398,14872.505,14833.244,14826.103,15050.767,15602.503,16385.579,17114.948,17734.765,18637.461,19953.128,21438.295,22832.144,24322.135,24854.97,23923.014,22052.602,20274.543,18378.888,16851.11,16035.768,15697.894,15203.433,14613.755,14298.492,14357.242,14632.717,14883.043,15174.611,15156.527,14635.162,13764.624,12927.707,12089.922,11096.511,9922.397,8642.729,7292.686,5995.825,4993.943,4107.676,3294.579,2557.328,2022.661,1685.599,1327.48,948.305,789.666,584.08,995.518
2053,188127.993,776718.217,378645.776,11877.491,12034.498,12174.433,12274.942,12392.144,12494.066,12581.521,12655.32,12717.891,12771.662,12809.368,12828.588,12834.983,12839.138,12841.948,12843.818,12847.016,12854.212,12867.013,12886.541,12921.753,12977.771,13053.186,13141.026,13242.156,13367.302,13520.953,13699.382,13886.645,14076.66,14307.06,14591.977,14909.112,15212.789,15501.05,15781.043,16048.075,16289.868,16511.816,16728.419,16820.817,16735.309,16529.333,16322.679,16101.775,15879.017,15676.046,15492.858,15326.491,15199.952,15076.105,14943.557,14841.032,14799.045,14787.962,15007.868,15554.014,16330.22,17051.862,17664.029,18553.34,19847.364,21305.729,22672.38,24132.79,24641.95,23696.503,21818.496,20029.491,18120.569,16577.154,15742.58,15381.559,14863.226,14251.058,13898.972,13899.944,14104.913,14288.934,14517.497,14440.108,13865.862,12950.504,12073.44,11198.09,10193.88,9046.563,7820.222,6494.186,5266.76,4403.201,3577.817,2762.311,2107.699,1688.866,1398.188,1089.888,763.968,585.787,1085.59
2054,187004.678,763787.132,385291.862,11747.998,11902.872,12044.665,12173.74,12277.641,12387.975,12485.785,12571.384,12645.082,12709.347,12766.644,12806.518,12824.972,12828.78,12831.275,12832.864,12833.377,12835.087,12840.749,12852.023,12869.985,12904.04,12959.527,13034.846,13122.595,13223.702,13348.91,13502.665,13681.235,13868.698,14058.948,14289.56,14574.635,14891.87,15195.629,15483.954,15763.862,16030.601,16271.946,16493.381,16709.365,16801.159,16715.127,16508.632,16301.292,16079.526,15855.811,15651.795,15467.413,15299.44,15170.703,15044.836,14910.725,14806.59,14761.884,14746.863,14961.969,15502.416,16271.598,16985.368,17589.764,18465.515,19737.639,21168.915,22508.098,23938.639,24424.027,23465.282,21580.058,19780.467,17858.663,16299.922,15446.287,15062.195,14520.097,13885.566,13496.736,13439.938,13574.373,13692.062,13857.585,13720.919,13093.915,12133.928,11216.9,10304.168,9289.362,8169.067,6996.289,5694.522,4536.766,3811.679,3047.332,2229.58,1657.725,1354.79,1110.546,852.119,579.509,1170.849
2055,185736.116,752495.368,390269.428,11620.968,11770.45,11911.1,12042.732,12165.158,12278.19,12381.642,12475.325,12559.053,12632.638,12698.584,12759.396,12801.429,12819.114,12820.337,12821.171,12821.539,12820.695,12820.918,12825.048,12834.792,12851.186,12884.079,12939.026,13014.235,13101.879,13202.945,13328.192,13482.025,13660.705,13848.334,14038.786,14269.571,14554.753,14872.033,15175.819,15464.158,15743.932,16010.332,16251.187,16472.071,16687.397,16778.573,16692.033,16485.055,16277.064,16054.476,15829.843,15624.82,15439.277,15269.727,15138.816,15010.951,14875.303,14769.576,14722.161,14703.207,14913.477,15448.134,16210.162,16915.94,17512.463,18374.508,19624.522,21028.472,22339.969,23740.408,24201.951,23230.083,21337.975,19528.119,17593.776,16019.99,15147.454,14740.372,14174.617,13517.846,13092.358,12977.833,13041.75,13093.123,13195.612,12999.724,12320.101,11315.678,10358.868,9408.934,8383.716,7290.623,6171.584,4894.3,3806.379,3219.815,2516.606,1696.753,1207.708,1020.66,822.868,614.331,1247.544
2056,184395.181,742776.779,393587.12,11505.95,11626.102,11770.532,11908.204,12038.546,12160.986,12275.375,12381.561,12476.868,12559.883,12631.296,12695.77,12755.44,12796.196,12812.472,12812.24,12811.629,12810.521,12808.598,12808.351,12812.437,12822.149,12838.582,12871.605,12926.735,13002.172,13090.103,13191.491,13317.065,13471.207,13650.162,13838.033,14028.688,14259.544,14544.616,14861.63,15165.07,15452.969,15732.168,15997.845,16237.837,16457.732,16671.926,16761.882,16674.062,16465.707,16256.101,16031.591,15805.077,15598.339,15411.03,15239.016,15104.714,14973.616,14835.253,14726.59,14674.544,14649.106,14851.34,15376.261,16126.325,16819.021,17402.909,18243.138,19458.052,20818.836,22087.365,23442.106,23867.604,22875.934,20974.104,19151.136,17202.129,15611.87,14719.287,14288.573,13700.78,13026.645,12566.692,12391.605,12380.578,12363.895,12401.632,12157.938,11456.629,10451.455,9476.599,8557.7,7610.412,6558.046,5434.154,4265.844,3346.093,2820.234,2193.775,1466.718,1083.717,872.614,650.444,1313.977
2057,182963.005,734707.687,395206.442,11396.275,11525.659,11630.092,11769.454,11904.133,12033.172,12155.615,12271.349,12380.259,12477.181,12559.475,12628.71,12691.704,12750.226,12789.701,12804.566,12802.879,12800.823,12798.236,12795.235,12794.519,12798.561,12808.24,12824.71,12857.86,12913.166,12988.824,13077.034,13178.734,13304.622,13459.059,13638.272,13826.366,14017.206,14248.11,14533.043,14849.759,15152.824,15440.255,15718.851,15983.778,16222.884,16441.767,16654.808,16743.536,16654.444,16444.732,16233.53,16007.12,15778.747,15570.314,15381.256,15206.795,15069.114,14934.796,14793.731,14682.142,14625.468,14593.547,14787.724,15302.855,16040.878,16720.42,17291.611,18109.936,19289.622,20607.094,21832.518,23141.417,23530.818,22519.44,20608.073,18772.168,16808.686,15202.104,14289.558,13835.249,13225.47,12534.031,12039.65,11804.004,11718.014,11633.259,11606.223,11314.736,10591.803,9585.977,8593.167,7705.401,6836.156,5824.633,4695.997,3636.804,2885.358,2420.271,1870.645,1236.48,940.629,698.822,1372.165
2058,181443.91,728040.54,395400.945,11293.616,11409.103,11529.103,11633.285,11767.57,11899.246,12026.973,12149.411,12266.483,12378.11,12476.64,12558.206,12625.258,12686.768,12744.138,12782.328,12795.782,12792.64,12789.138,12785.074,12780.994,12779.809,12783.806,12793.452,12809.958,12843.232,12898.711,12974.585,13063.068,13165.073,13291.266,13445.987,13625.446,13813.75,14004.762,14235.698,14520.473,14836.87,15139.539,15426.481,15704.455,15968.614,16206.818,16424.675,16636.547,16724.041,16633.683,16422.627,16209.845,15981.551,15751.333,15541.219,15350.426,15173.529,15032.478,14894.949,14751.191,14636.683,14575.385,14536.984,14723.089,15228.393,15954.323,16620.663,17179.117,17975.482,19119.853,20393.92,21576.152,22839.114,23192.388,22161.369,20240.594,18391.878,16414.053,14791.258,13858.809,13380.934,12749.208,12040.513,11511.734,11215.538,11054.585,10901.757,10809.945,10470.68,9726.171,8719.761,7709.063,6852.495,6061.359,5090.752,3957.449,3007.456,2424.383,2020.105,1547.356,1006.135,758.227,1430.469
2059,179854.712,722308.087,394655.64,11199.051,11299.372,11408.269,11523.864,11635.562,11764.758,11893.421,12019.826,12142.249,12260.649,12374.985,12475.115,12555.948,12620.81,12680.833,12737.046,12773.949,12785.989,12781.392,12776.446,12770.905,12765.746,12764.092,12768.045,12777.656,12794.196,12827.593,12883.241,12959.324,13048.073,13150.375,13276.863,13431.856,13611.547,13800.047,13991.215,14222.165,14506.759,14822.812,15125.061,15411.493,15688.823,15952.193,16189.475,16406.289,16616.976,16703.229,16611.611,16399.229,16184.883,15954.723,15722.679,15510.901,15318.387,15139.069,14994.659,14853.929,14707.491,14590.073,14524.156,14479.277,14657.296,15152.735,15866.516,16519.602,17065.276,17839.617,18948.587,20179.149,21318.099,22535.026,22852.149,21801.57,19871.54,18010.159,16018.149,14379.269,13426.991,12925.589,12271.968,11546.072,10982.939,10626.22,10390.321,10169.436,10012.857,9625.843,8859.819,7852.905,6824.4,5999.094,5286.127,4356.509,3218.629,2377.905,1963.241,1619.801,1223.962,775.723,1500.699
2060,178209.592,717166.564,393330.401,11112.66,11197.42,11294.263,11401.08,11515.764,11636.206,11760.297,11885.93,12010.996,12133.387,12253.098,12370.125,12471.841,12551.93,12614.595,12673.121,12728.17,12763.781,12774.407,12768.356,12761.966,12754.949,12748.713,12746.59,12750.498,12760.073,12776.645,12810.159,12865.968,12942.25,13031.253,13133.837,13260.603,13415.845,13595.743,13784.412,13975.71,14206.641,14491.015,14806.68,15108.466,15394.347,15670.995,15933.539,16169.867,16385.607,16595.08,16680.08,16587.217,16373.539,16157.659,15925.665,15691.829,15478.417,15284.209,15102.496,14954.749,14810.839,14661.741,14541.43,14470.904,14419.556,14589.467,15074.973,15776.508,16416.252,16949.073,17701.288,18774.711,19961.608,21057.127,22227.863,22508.798,21438.813,19499.801,17626.019,15620.106,13965.376,12993.409,12468.555,11793.137,11050.147,10452.749,10035.574,9724.781,9435.888,9214.583,8779.888,7992.461,6985.184,5939.021,5145.085,4510.365,3621.856,2479.559,1748.193,1501.949,1219.38,900.485,1591.317
