1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0.405697396,0.419694955,0.433935391,0.448364368,0.462927421,0.477570674,0.492241486,0.506889035,0.521464824,0.535923104,0.550221218,0.564319859,0.578183257,0.591779288,0.605079514,0.618059173,0.630697104,0.642975643,0.654880468,0.666400424,0.677527325,0.688255741,0.698582772,0.70850782,0.718032362,0.727159728,0.735894877,0.744244191,0.752215279,0.759816786,0.767058223,0.773949806,0.780502309,0.78672693,0.792635176,0.798238749,0.803549457,0.808579128,0.813339537,0.817842344,0.82209904,0.826120902,0.829918954,0.83350394,0.836886294,0.840076126,0.843083202,0.84591694,0.8485864,0.851100283,0.853466925,0.85569431,0.857790062,0.859761459,0.861615439,0.863358603,0.864997231,0.866537289,0.867984439,0.869344049,0.870621207
